"Step","train/loss","fresh-mountain-14 - train/loss__MIN","fresh-mountain-14 - train/loss__MAX","eval/loss","fresh-mountain-14 - eval/loss__MIN","fresh-mountain-14 - eval/loss__MAX"
"2243","1.9381","1.9381","1.9381","","",""
"2244","2.3529","2.3529","2.3529","","",""
"2245","1.8093","1.8093","1.8093","","",""
"2246","2.3261","2.3261","2.3261","","",""
"2247","2.7987","2.7987","2.7987","","",""
"2248","2.1288","2.1288","2.1288","","",""
"2249","2.729","2.729","2.729","","",""
"2250","2.6073","2.6073","2.6073","","",""
"2251","3.0887","3.0887","3.0887","","",""
"2252","2.3114","2.3114","2.3114","","",""
"2253","2.4773","2.4773","2.4773","","",""
"2254","1.6094","1.6094","1.6094","","",""
"2255","2.5186","2.5186","2.5186","","",""
"2256","2.0254","2.0254","2.0254","","",""
"2257","1.4756","1.4756","1.4756","","",""
"2258","2.2871","2.2871","2.2871","","",""
"2259","2.1116","2.1116","2.1116","","",""
"2260","2.5098","2.5098","2.5098","","",""
"2261","2.4648","2.4648","2.4648","","",""
"2262","1.7828","1.7828","1.7828","","",""
"2263","2.1766","2.1766","2.1766","","",""
"2264","1.2567","1.2567","1.2567","","",""
"2265","2.4305","2.4305","2.4305","","",""
"2266","2.4693","2.4693","2.4693","","",""
"2267","2.7702","2.7702","2.7702","","",""
"2268","2.5693","2.5693","2.5693","","",""
"2269","1.5374","1.5374","1.5374","","",""
"2270","1.4196","1.4196","1.4196","","",""
"2271","1.3647","1.3647","1.3647","","",""
"2272","2.4298","2.4298","2.4298","","",""
"2273","2.0324","2.0324","2.0324","","",""
"2274","2.117","2.117","2.117","","",""
"2275","2.7898","2.7898","2.7898","","",""
"2276","2.5956","2.5956","2.5956","","",""
"2277","2.1705","2.1705","2.1705","","",""
"2278","1.9077","1.9077","1.9077","","",""
"2279","1.2525","1.2525","1.2525","","",""
"2280","1.9974","1.9974","1.9974","","",""
"2281","2.2847","2.2847","2.2847","","",""
"2282","3.7239","3.7239","3.7239","","",""
"2283","1.1323","1.1323","1.1323","","",""
"2284","2.4574","2.4574","2.4574","","",""
"2285","1.0684","1.0684","1.0684","","",""
"2286","1.6562","1.6562","1.6562","","",""
"2287","2.2562","2.2562","2.2562","","",""
"2288","1.9171","1.9171","1.9171","","",""
"2289","2.3985","2.3985","2.3985","","",""
"2290","2.7299","2.7299","2.7299","","",""
"2291","2.5328","2.5328","2.5328","","",""
"2292","1.8307","1.8307","1.8307","","",""
"2293","1.8674","1.8674","1.8674","","",""
"2294","3.3579","3.3579","3.3579","","",""
"2295","1.8024","1.8024","1.8024","","",""
"2296","1.7667","1.7667","1.7667","","",""
"2297","2.0972","2.0972","2.0972","","",""
"2298","2.041","2.041","2.041","","",""
"2299","2.4837","2.4837","2.4837","","",""
"2300","2.3213","2.3213","2.3213","","",""
"2301","1.5959","1.5959","1.5959","","",""
"2302","1.8878","1.8878","1.8878","","",""
"2303","1.5717","1.5717","1.5717","","",""
"2304","2.9947","2.9947","2.9947","","",""
"2305","1.7798","1.7798","1.7798","","",""
"2306","2.478","2.478","2.478","","",""
"2307","2.1118","2.1118","2.1118","","",""
"2308","2.1753","2.1753","2.1753","","",""
"2309","1.8299","1.8299","1.8299","","",""
"2310","2.7095","2.7095","2.7095","","",""
"2311","2.0724","2.0724","2.0724","","",""
"2312","1.8229","1.8229","1.8229","","",""
"2313","2.1786","2.1786","2.1786","","",""
"2314","1.6385","1.6385","1.6385","","",""
"2315","2.2065","2.2065","2.2065","","",""
"2316","2.456","2.456","2.456","","",""
"2317","2.8177","2.8177","2.8177","","",""
"2318","1.8037","1.8037","1.8037","","",""
"2319","2.6989","2.6989","2.6989","","",""
"2320","1.5779","1.5779","1.5779","","",""
"2321","2.2012","2.2012","2.2012","","",""
"2322","2.3507","2.3507","2.3507","","",""
"2323","1.4479","1.4479","1.4479","","",""
"2324","1.3863","1.3863","1.3863","","",""
"2325","2.1458","2.1458","2.1458","","",""
"2326","2.6856","2.6856","2.6856","","",""
"2327","2.2642","2.2642","2.2642","","",""
"2328","1.0358","1.0358","1.0358","","",""
"2329","2.9045","2.9045","2.9045","","",""
"2330","1.494","1.494","1.494","","",""
"2331","1.3378","1.3378","1.3378","","",""
"2332","1.6422","1.6422","1.6422","","",""
"2333","2.9469","2.9469","2.9469","","",""
"2334","1.3924","1.3924","1.3924","","",""
"2335","2.5836","2.5836","2.5836","","",""
"2336","2.0153","2.0153","2.0153","","",""
"2337","2.2743","2.2743","2.2743","","",""
"2338","1.7976","1.7976","1.7976","","",""
"2339","1.9758","1.9758","1.9758","","",""
"2340","1.4505","1.4505","1.4505","","",""
"2341","2.7316","2.7316","2.7316","","",""
"2342","2.2646","2.2646","2.2646","","",""
"2343","2.8613","2.8613","2.8613","","",""
"2344","1.9872","1.9872","1.9872","","",""
"2345","1.7067","1.7067","1.7067","","",""
"2346","1.6799","1.6799","1.6799","","",""
"2347","1.9869","1.9869","1.9869","","",""
"2348","3.5433","3.5433","3.5433","","",""
"2349","1.5196","1.5196","1.5196","","",""
"2350","1.9395","1.9395","1.9395","","",""
"2351","1.8484","1.8484","1.8484","","",""
"2352","0.654","0.654","0.654","","",""
"2353","1.0326","1.0326","1.0326","","",""
"2354","2.0343","2.0343","2.0343","","",""
"2355","3.2657","3.2657","3.2657","","",""
"2356","1.4235","1.4235","1.4235","","",""
"2357","2.0198","2.0198","2.0198","","",""
"2358","1.5536","1.5536","1.5536","","",""
"2359","1.3072","1.3072","1.3072","","",""
"2360","1.7476","1.7476","1.7476","","",""
"2361","1.7603","1.7603","1.7603","","",""
"2362","3.0135","3.0135","3.0135","","",""
"2363","1.6381","1.6381","1.6381","","",""
"2364","2.0972","2.0972","2.0972","","",""
"2365","2.4104","2.4104","2.4104","","",""
"2366","1.4095","1.4095","1.4095","","",""
"2367","0.7464","0.7464","0.7464","","",""
"2368","2.0438","2.0438","2.0438","","",""
"2369","2.288","2.288","2.288","","",""
"2370","2.0416","2.0416","2.0416","","",""
"2371","1.2819","1.2819","1.2819","","",""
"2372","0.8048","0.8048","0.8048","","",""
"2373","3.9457","3.9457","3.9457","","",""
"2374","1.1235","1.1235","1.1235","","",""
"2375","1.7613","1.7613","1.7613","","",""
"2376","3.5394","3.5394","3.5394","","",""
"2377","1.8368","1.8368","1.8368","","",""
"2378","1.3372","1.3372","1.3372","","",""
"2379","0.6388","0.6388","0.6388","","",""
"2380","2.7394","2.7394","2.7394","","",""
"2381","2.1373","2.1373","2.1373","","",""
"2382","1.8471","1.8471","1.8471","","",""
"2383","2.067","2.067","2.067","","",""
"2384","2.9434","2.9434","2.9434","","",""
"2385","2.1826","2.1826","2.1826","","",""
"2386","1.5606","1.5606","1.5606","","",""
"2387","1.9061","1.9061","1.9061","","",""
"2388","2.1505","2.1505","2.1505","","",""
"2389","2.0281","2.0281","2.0281","","",""
"2390","2.5035","2.5035","2.5035","","",""
"2391","1.3824","1.3824","1.3824","","",""
"2392","1.6716","1.6716","1.6716","","",""
"2393","0.9394","0.9394","0.9394","","",""
"2394","1.1231","1.1231","1.1231","","",""
"2395","1.7411","1.7411","1.7411","","",""
"2396","1.7606","1.7606","1.7606","","",""
"2397","1.0774","1.0774","1.0774","","",""
"2398","2.6853","2.6853","2.6853","","",""
"2399","1.0709","1.0709","1.0709","","",""
"2400","1.7249","1.7249","1.7249","","",""
"2401","2.2005","2.2005","2.2005","","",""
"2402","1.0197","1.0197","1.0197","","",""
"2403","0.4431","0.4431","0.4431","","",""
"2404","","","","2.253356695175171","2.253356695175171","2.253356695175171"
"2405","1.6792","1.6792","1.6792","","",""
"2406","1.434","1.434","1.434","","",""
"2407","2.3082","2.3082","2.3082","","",""
"2408","1.6357","1.6357","1.6357","","",""
"2409","1.7328","1.7328","1.7328","","",""
"2410","0.845","0.845","0.845","","",""
"2411","2.525","2.525","2.525","","",""
"2412","1.3824","1.3824","1.3824","","",""
"2413","0.9657","0.9657","0.9657","","",""
"2414","1.0295","1.0295","1.0295","","",""
"2415","1.2784","1.2784","1.2784","","",""
"2416","2.2546","2.2546","2.2546","","",""
"2417","2.17","2.17","2.17","","",""
"2418","2.0775","2.0775","2.0775","","",""
"2419","2.7504","2.7504","2.7504","","",""
"2420","1.8711","1.8711","1.8711","","",""
"2421","2.2161","2.2161","2.2161","","",""
"2422","2.3789","2.3789","2.3789","","",""
"2423","2.2559","2.2559","2.2559","","",""
"2424","2.1162","2.1162","2.1162","","",""
"2425","2.5049","2.5049","2.5049","","",""
"2426","2.08","2.08","2.08","","",""
"2427","2.3232","2.3232","2.3232","","",""
"2428","2.1963","2.1963","2.1963","","",""
"2429","2.3529","2.3529","2.3529","","",""
"2430","2.2297","2.2297","2.2297","","",""
"2431","2.3061","2.3061","2.3061","","",""
"2432","2.156","2.156","2.156","","",""
"2433","2.7229","2.7229","2.7229","","",""
"2434","2.6646","2.6646","2.6646","","",""
"2435","2.3091","2.3091","2.3091","","",""
"2436","2.2321","2.2321","2.2321","","",""
"2437","1.7025","1.7025","1.7025","","",""
"2438","2.0794","2.0794","2.0794","","",""
"2439","2.3915","2.3915","2.3915","","",""
"2440","2.1982","2.1982","2.1982","","",""
"2441","2.4666","2.4666","2.4666","","",""
"2442","1.9294","1.9294","1.9294","","",""
"2443","2.1067","2.1067","2.1067","","",""
"2444","2.5512","2.5512","2.5512","","",""
"2445","1.9439","1.9439","1.9439","","",""
"2446","1.4614","1.4614","1.4614","","",""
"2447","1.5857","1.5857","1.5857","","",""
"2448","2.236","2.236","2.236","","",""
"2449","1.8098","1.8098","1.8098","","",""
"2450","1.8646","1.8646","1.8646","","",""
"2451","2.3864","2.3864","2.3864","","",""
"2452","2.1803","2.1803","2.1803","","",""
"2453","1.341","1.341","1.341","","",""
"2454","1.8814","1.8814","1.8814","","",""
"2455","1.5846","1.5846","1.5846","","",""
"2456","2.3844","2.3844","2.3844","","",""
"2457","2.82","2.82","2.82","","",""
"2458","1.031","1.031","1.031","","",""
"2459","2.2939","2.2939","2.2939","","",""
"2460","1.6581","1.6581","1.6581","","",""
"2461","0.8118","0.8118","0.8118","","",""
"2462","1.8477","1.8477","1.8477","","",""
"2463","2.1525","2.1525","2.1525","","",""
"2464","1.9487","1.9487","1.9487","","",""
"2465","2.0722","2.0722","2.0722","","",""
"2466","1.4848","1.4848","1.4848","","",""
"2467","2.5443","2.5443","2.5443","","",""
"2468","2.5632","2.5632","2.5632","","",""
"2469","1.5482","1.5482","1.5482","","",""
"2470","1.7798","1.7798","1.7798","","",""
"2471","1.7105","1.7105","1.7105","","",""
"2472","1.7221","1.7221","1.7221","","",""
"2473","2.656","2.656","2.656","","",""
"2474","2.206","2.206","2.206","","",""
"2475","2.3971","2.3971","2.3971","","",""
"2476","2.9941","2.9941","2.9941","","",""
"2477","2.8453","2.8453","2.8453","","",""
"2478","2.3322","2.3322","2.3322","","",""
"2479","2.2337","2.2337","2.2337","","",""
"2480","1.6514","1.6514","1.6514","","",""
"2481","3.1367","3.1367","3.1367","","",""
"2482","1.4837","1.4837","1.4837","","",""
"2483","2.0068","2.0068","2.0068","","",""
"2484","2.973","2.973","2.973","","",""
"2485","1.0474","1.0474","1.0474","","",""
"2486","1.5493","1.5493","1.5493","","",""
"2487","1.1054","1.1054","1.1054","","",""
"2488","2.17","2.17","2.17","","",""
"2489","1.2157","1.2157","1.2157","","",""
"2490","1.84","1.84","1.84","","",""
"2491","1.9766","1.9766","1.9766","","",""
"2492","3.2627","3.2627","3.2627","","",""
"2493","2.2642","2.2642","2.2642","","",""
"2494","1.358","1.358","1.358","","",""
"2495","2.0147","2.0147","2.0147","","",""
"2496","2.8271","2.8271","2.8271","","",""
"2497","2.4926","2.4926","2.4926","","",""
"2498","2.2241","2.2241","2.2241","","",""
"2499","1.9826","1.9826","1.9826","","",""
"2500","2.0974","2.0974","2.0974","","",""
"2501","1.5638","1.5638","1.5638","","",""
"2502","2.5536","2.5536","2.5536","","",""
"2503","2.2726","2.2726","2.2726","","",""
"2504","1.1882","1.1882","1.1882","","",""
"2505","2.3113","2.3113","2.3113","","",""
"2506","1.686","1.686","1.686","","",""
"2507","1.3503","1.3503","1.3503","","",""
"2508","2.773","2.773","2.773","","",""
"2509","2.2411","2.2411","2.2411","","",""
"2510","1.4375","1.4375","1.4375","","",""
"2511","2.0215","2.0215","2.0215","","",""
"2512","1.9123","1.9123","1.9123","","",""
"2513","2.2903","2.2903","2.2903","","",""
"2514","2.0627","2.0627","2.0627","","",""
"2515","2.4809","2.4809","2.4809","","",""
"2516","1.9058","1.9058","1.9058","","",""
"2517","2.1041","2.1041","2.1041","","",""
"2518","1.5391","1.5391","1.5391","","",""
"2519","2.3841","2.3841","2.3841","","",""
"2520","2.1992","2.1992","2.1992","","",""
"2521","1.9686","1.9686","1.9686","","",""
"2522","1.1238","1.1238","1.1238","","",""
"2523","1.7565","1.7565","1.7565","","",""
"2524","1.3846","1.3846","1.3846","","",""
"2525","1.9288","1.9288","1.9288","","",""
"2526","1.9787","1.9787","1.9787","","",""
"2527","1.2848","1.2848","1.2848","","",""
"2528","1.789","1.789","1.789","","",""
"2529","2.4958","2.4958","2.4958","","",""
"2530","2.2238","2.2238","2.2238","","",""
"2531","1.5709","1.5709","1.5709","","",""
"2532","1.9805","1.9805","1.9805","","",""
"2533","1.459","1.459","1.459","","",""
"2534","2.795","2.795","2.795","","",""
"2535","1.7455","1.7455","1.7455","","",""
"2536","2.3043","2.3043","2.3043","","",""
"2537","1.9979","1.9979","1.9979","","",""
"2538","1.7565","1.7565","1.7565","","",""
"2539","1.7607","1.7607","1.7607","","",""
"2540","2.1469","2.1469","2.1469","","",""
"2541","0.8758","0.8758","0.8758","","",""
"2542","3.005","3.005","3.005","","",""
"2543","1.6159","1.6159","1.6159","","",""
"2544","1.2743","1.2743","1.2743","","",""
"2545","1.4622","1.4622","1.4622","","",""
"2546","1.601","1.601","1.601","","",""
"2547","2.4289","2.4289","2.4289","","",""
"2548","2.2798","2.2798","2.2798","","",""
"2549","1.5253","1.5253","1.5253","","",""
"2550","1.7881","1.7881","1.7881","","",""
"2551","1.4068","1.4068","1.4068","","",""
"2552","1.5338","1.5338","1.5338","","",""
"2553","1.4873","1.4873","1.4873","","",""
"2554","2.0626","2.0626","2.0626","","",""
"2555","2.6614","2.6614","2.6614","","",""
"2556","2.4087","2.4087","2.4087","","",""
"2557","1.76","1.76","1.76","","",""
"2558","1.2776","1.2776","1.2776","","",""
"2559","1.7859","1.7859","1.7859","","",""
"2560","2.1728","2.1728","2.1728","","",""
"2561","2.4101","2.4101","2.4101","","",""
"2562","2.1457","2.1457","2.1457","","",""
"2563","2.3169","2.3169","2.3169","","",""
"2564","2.592","2.592","2.592","","",""
"2565","1.4995","1.4995","1.4995","","",""
"2566","2.1103","2.1103","2.1103","","",""
"2567","1.7155","1.7155","1.7155","","",""
"2568","2.3585","2.3585","2.3585","","",""
"2569","3.6826","3.6826","3.6826","","",""
"2570","3.0087","3.0087","3.0087","","",""
"2571","1.8544","1.8544","1.8544","","",""
"2572","2.4694","2.4694","2.4694","","",""
"2573","1.8297","1.8297","1.8297","","",""
"2574","2.7485","2.7485","2.7485","","",""
"2575","1.3163","1.3163","1.3163","","",""
"2576","1.6425","1.6425","1.6425","","",""
"2577","1.3971","1.3971","1.3971","","",""
"2578","1.9106","1.9106","1.9106","","",""
"2579","0.681","0.681","0.681","","",""
"2580","1.6168","1.6168","1.6168","","",""
"2581","3.1512","3.1512","3.1512","","",""
"2582","2.1868","2.1868","2.1868","","",""
"2583","2.1905","2.1905","2.1905","","",""
"2584","1.3692","1.3692","1.3692","","",""
"2585","1.6675","1.6675","1.6675","","",""
"2586","3.5943","3.5943","3.5943","","",""
"2587","0.9208","0.9208","0.9208","","",""
"2588","1.5962","1.5962","1.5962","","",""
"2589","1.3157","1.3157","1.3157","","",""
"2590","1.7085","1.7085","1.7085","","",""
"2591","3.5288","3.5288","3.5288","","",""
"2592","3.0465","3.0465","3.0465","","",""
"2593","2.588","2.588","2.588","","",""
"2594","2.0922","2.0922","2.0922","","",""
"2595","1.2072","1.2072","1.2072","","",""
"2596","2.561","2.561","2.561","","",""
"2597","1.9045","1.9045","1.9045","","",""
"2598","1.0565","1.0565","1.0565","","",""
"2599","3.4595","3.4595","3.4595","","",""
"2600","1.9093","1.9093","1.9093","","",""
"2601","1.4199","1.4199","1.4199","","",""
"2602","3.3749","3.3749","3.3749","","",""
"2603","2.5866","2.5866","2.5866","","",""
"2604","1.7014","1.7014","1.7014","","",""
"2605","1.2394","1.2394","1.2394","","",""
"2606","1.5837","1.5837","1.5837","","",""
"2607","1.3384","1.3384","1.3384","","",""
"2608","1.5434","1.5434","1.5434","","",""
"2609","2.1921","2.1921","2.1921","","",""
"2610","2.0289","2.0289","2.0289","","",""
"2611","2.675","2.675","2.675","","",""
"2612","1.7205","1.7205","1.7205","","",""
"2613","1.8381","1.8381","1.8381","","",""
"2614","2.1816","2.1816","2.1816","","",""
"2615","1.793","1.793","1.793","","",""
"2616","2.4124","2.4124","2.4124","","",""
"2617","2.1019","2.1019","2.1019","","",""
"2618","2.2969","2.2969","2.2969","","",""
"2619","1.661","1.661","1.661","","",""
"2620","2.6547","2.6547","2.6547","","",""
"2621","2.2217","2.2217","2.2217","","",""
"2622","2.6174","2.6174","2.6174","","",""
"2623","2.425","2.425","2.425","","",""
"2624","2.4651","2.4651","2.4651","","",""
"2625","2.1544","2.1544","2.1544","","",""
"2626","2.4049","2.4049","2.4049","","",""
"2627","2.4177","2.4177","2.4177","","",""
"2628","2.5589","2.5589","2.5589","","",""
"2629","1.6392","1.6392","1.6392","","",""
"2630","1.821","1.821","1.821","","",""
"2631","2.0423","2.0423","2.0423","","",""
"2632","1.7099","1.7099","1.7099","","",""
"2633","2.1752","2.1752","2.1752","","",""
"2634","2.08","2.08","2.08","","",""
"2635","2.3882","2.3882","2.3882","","",""
"2636","2.447","2.447","2.447","","",""
"2637","2.6413","2.6413","2.6413","","",""
"2638","2.3702","2.3702","2.3702","","",""
"2639","2.0052","2.0052","2.0052","","",""
"2640","1.3315","1.3315","1.3315","","",""
"2641","1.217","1.217","1.217","","",""
"2642","2.0609","2.0609","2.0609","","",""
"2643","2.4988","2.4988","2.4988","","",""
"2644","2.2066","2.2066","2.2066","","",""
"2645","1.9101","1.9101","1.9101","","",""
"2646","2.397","2.397","2.397","","",""
"2647","2.2347","2.2347","2.2347","","",""
"2648","1.7096","1.7096","1.7096","","",""
"2649","1.4706","1.4706","1.4706","","",""
"2650","1.9623","1.9623","1.9623","","",""
"2651","2.4994","2.4994","2.4994","","",""
"2652","2.0923","2.0923","2.0923","","",""
"2653","2.7133","2.7133","2.7133","","",""
"2654","2.3938","2.3938","2.3938","","",""
"2655","1.538","1.538","1.538","","",""
"2656","2.394","2.394","2.394","","",""
"2657","2.5613","2.5613","2.5613","","",""
"2658","1.8487","1.8487","1.8487","","",""
"2659","1.0396","1.0396","1.0396","","",""
"2660","2.9661","2.9661","2.9661","","",""
"2661","1.8707","1.8707","1.8707","","",""
"2662","1.8599","1.8599","1.8599","","",""
"2663","2.0904","2.0904","2.0904","","",""
"2664","1.6317","1.6317","1.6317","","",""
"2665","2.0243","2.0243","2.0243","","",""
"2666","2.021","2.021","2.021","","",""
"2667","1.9523","1.9523","1.9523","","",""
"2668","1.969","1.969","1.969","","",""
"2669","2.0343","2.0343","2.0343","","",""
"2670","2.0874","2.0874","2.0874","","",""
"2671","2.0788","2.0788","2.0788","","",""
"2672","1.6456","1.6456","1.6456","","",""
"2673","2.1347","2.1347","2.1347","","",""
"2674","2.0418","2.0418","2.0418","","",""
"2675","1.7897","1.7897","1.7897","","",""
"2676","2.6655","2.6655","2.6655","","",""
"2677","0.7307","0.7307","0.7307","","",""
"2678","1.2097","1.2097","1.2097","","",""
"2679","2.3841","2.3841","2.3841","","",""
"2680","2.545","2.545","2.545","","",""
"2681","2.741","2.741","2.741","","",""
"2682","2.335","2.335","2.335","","",""
"2683","2.0078","2.0078","2.0078","","",""
"2684","1.9504","1.9504","1.9504","","",""
"2685","2.098","2.098","2.098","","",""
"2686","2.5013","2.5013","2.5013","","",""
"2687","2.3637","2.3637","2.3637","","",""
"2688","1.7588","1.7588","1.7588","","",""
"2689","2.6964","2.6964","2.6964","","",""
"2690","1.9884","1.9884","1.9884","","",""
"2691","2.0686","2.0686","2.0686","","",""
"2692","1.3592","1.3592","1.3592","","",""
"2693","2.8681","2.8681","2.8681","","",""
"2694","2.235","2.235","2.235","","",""
"2695","1.8457","1.8457","1.8457","","",""
"2696","2.3028","2.3028","2.3028","","",""
"2697","1.717","1.717","1.717","","",""
"2698","2.2562","2.2562","2.2562","","",""
"2699","1.9435","1.9435","1.9435","","",""
"2700","2.0606","2.0606","2.0606","","",""
"2701","2.1308","2.1308","2.1308","","",""
"2702","2.5968","2.5968","2.5968","","",""
"2703","1.1105","1.1105","1.1105","","",""
"2704","2.9491","2.9491","2.9491","","",""
"2705","1.5498","1.5498","1.5498","","",""
"2706","1.8591","1.8591","1.8591","","",""
"2707","1.5006","1.5006","1.5006","","",""
"2708","2.0207","2.0207","2.0207","","",""
"2709","1.92","1.92","1.92","","",""
"2710","1.9201","1.9201","1.9201","","",""
"2711","1.3796","1.3796","1.3796","","",""
"2712","1.7639","1.7639","1.7639","","",""
"2713","2.2609","2.2609","2.2609","","",""
"2714","1.4038","1.4038","1.4038","","",""
"2715","1.1435","1.1435","1.1435","","",""
"2716","2.1014","2.1014","2.1014","","",""
"2717","1.7717","1.7717","1.7717","","",""
"2718","2.5631","2.5631","2.5631","","",""
"2719","2.3098","2.3098","2.3098","","",""
"2720","3.7831","3.7831","3.7831","","",""
"2721","2.3044","2.3044","2.3044","","",""
"2722","1.9325","1.9325","1.9325","","",""
"2723","2.1811","2.1811","2.1811","","",""
"2724","2.0804","2.0804","2.0804","","",""
"2725","2.6594","2.6594","2.6594","","",""
"2726","0.8401","0.8401","0.8401","","",""
"2727","1.3917","1.3917","1.3917","","",""
"2728","2.5673","2.5673","2.5673","","",""
"2729","2.1246","2.1246","2.1246","","",""
"2730","1.9978","1.9978","1.9978","","",""
"2731","2.9596","2.9596","2.9596","","",""
"2732","1.9789","1.9789","1.9789","","",""
"2733","0.9676","0.9676","0.9676","","",""
"2734","1.9655","1.9655","1.9655","","",""
"2735","2.0799","2.0799","2.0799","","",""
"2736","2.5958","2.5958","2.5958","","",""
"2737","1.9411","1.9411","1.9411","","",""
"2738","2.1599","2.1599","2.1599","","",""
"2739","2.2957","2.2957","2.2957","","",""
"2740","1.4906","1.4906","1.4906","","",""
"2741","2.6391","2.6391","2.6391","","",""
"2742","1.9297","1.9297","1.9297","","",""
"2743","2.5352","2.5352","2.5352","","",""
"2744","2.3771","2.3771","2.3771","","",""
"2745","1.4306","1.4306","1.4306","","",""
"2746","1.5055","1.5055","1.5055","","",""
"2747","1.4226","1.4226","1.4226","","",""
"2748","2.2493","2.2493","2.2493","","",""
"2749","2.6047","2.6047","2.6047","","",""
"2750","1.485","1.485","1.485","","",""
"2751","1.8837","1.8837","1.8837","","",""
"2752","2.4806","2.4806","2.4806","","",""
"2753","0.4616","0.4616","0.4616","","",""
"2754","2.5848","2.5848","2.5848","","",""
"2755","1.7526","1.7526","1.7526","","",""
"2756","2.2209","2.2209","2.2209","","",""
"2757","1.4771","1.4771","1.4771","","",""
"2758","3.2789","3.2789","3.2789","","",""
"2759","2.4154","2.4154","2.4154","","",""
"2760","1.8643","1.8643","1.8643","","",""
"2761","1.6216","1.6216","1.6216","","",""
"2762","1.9993","1.9993","1.9993","","",""
"2763","1.3443","1.3443","1.3443","","",""
"2764","1.1068","1.1068","1.1068","","",""
"2765","2.2044","2.2044","2.2044","","",""
"2766","2.6643","2.6643","2.6643","","",""
"2767","2.7501","2.7501","2.7501","","",""
"2768","3.129","3.129","3.129","","",""
"2769","2.8047","2.8047","2.8047","","",""
"2770","2.2401","2.2401","2.2401","","",""
"2771","1.3597","1.3597","1.3597","","",""
"2772","1.533","1.533","1.533","","",""
"2773","3.6477","3.6477","3.6477","","",""
"2774","1.6842","1.6842","1.6842","","",""
"2775","2.107","2.107","2.107","","",""
"2776","1.1014","1.1014","1.1014","","",""
"2777","1.549","1.549","1.549","","",""
"2778","2.6067","2.6067","2.6067","","",""
"2779","1.6377","1.6377","1.6377","","",""
"2780","1.0945","1.0945","1.0945","","",""
"2781","1.2126","1.2126","1.2126","","",""
"2782","1.9643","1.9643","1.9643","","",""
"2783","1.1187","1.1187","1.1187","","",""
"2784","0.7915","0.7915","0.7915","","",""
"2785","1.6545","1.6545","1.6545","","",""
"2786","1.6958","1.6958","1.6958","","",""
"2787","1.6488","1.6488","1.6488","","",""
"2788","2.3015","2.3015","2.3015","","",""
"2789","1.998","1.998","1.998","","",""
"2790","0.4962","0.4962","0.4962","","",""
"2791","1.9772","1.9772","1.9772","","",""
"2792","1.8037","1.8037","1.8037","","",""
"2793","2.5092","2.5092","2.5092","","",""
"2794","2.5053","2.5053","2.5053","","",""
"2795","2.1601","2.1601","2.1601","","",""
"2796","2.5101","2.5101","2.5101","","",""
"2797","1.0791","1.0791","1.0791","","",""
"2798","1.9632","1.9632","1.9632","","",""
"2799","1.6859","1.6859","1.6859","","",""
"2800","3.4339","3.4339","3.4339","","",""
"2801","2.1839","2.1839","2.1839","","",""
"2802","1.3595","1.3595","1.3595","","",""
"2803","2.8433","2.8433","2.8433","","",""
"2804","1.3587","1.3587","1.3587","","",""
"2805","1.7611","1.7611","1.7611","","",""
"2806","1.4085","1.4085","1.4085","","",""
"2807","1.4412","1.4412","1.4412","","",""
"2808","1.3911","1.3911","1.3911","","",""
"2809","1.4715","1.4715","1.4715","","",""
"2810","2.5173","2.5173","2.5173","","",""
"2811","0.1895","0.1895","0.1895","","",""
"2812","1.7071","1.7071","1.7071","","",""
"2813","2.3882","2.3882","2.3882","","",""
"2814","2.4359","2.4359","2.4359","","",""
"2815","3.1788","3.1788","3.1788","","",""
"2816","2.5138","2.5138","2.5138","","",""
"2817","2.3567","2.3567","2.3567","","",""
"2818","2.0073","2.0073","2.0073","","",""
"2819","1.7849","1.7849","1.7849","","",""
"2820","2.8513","2.8513","2.8513","","",""
"2821","1.9065","1.9065","1.9065","","",""
"2822","2.3999","2.3999","2.3999","","",""
"2823","2.1422","2.1422","2.1422","","",""
"2824","1.8173","1.8173","1.8173","","",""
"2825","1.939","1.939","1.939","","",""
"2826","2.0967","2.0967","2.0967","","",""
"2827","2.608","2.608","2.608","","",""
"2828","2.3626","2.3626","2.3626","","",""
"2829","1.9701","1.9701","1.9701","","",""
"2830","1.9198","1.9198","1.9198","","",""
"2831","1.1613","1.1613","1.1613","","",""
"2832","2.1723","2.1723","2.1723","","",""
"2833","2.3151","2.3151","2.3151","","",""
"2834","2.5","2.5","2.5","","",""
"2835","2.7856","2.7856","2.7856","","",""
"2836","1.6042","1.6042","1.6042","","",""
"2837","1.969","1.969","1.969","","",""
"2838","1.7709","1.7709","1.7709","","",""
"2839","1.5227","1.5227","1.5227","","",""
"2840","1.4103","1.4103","1.4103","","",""
"2841","2.2356","2.2356","2.2356","","",""
"2842","1.7943","1.7943","1.7943","","",""
"2843","1.6081","1.6081","1.6081","","",""
"2844","1.5358","1.5358","1.5358","","",""
"2845","1.8524","1.8524","1.8524","","",""
"2846","2.788","2.788","2.788","","",""
"2847","2.702","2.702","2.702","","",""
"2848","1.5861","1.5861","1.5861","","",""
"2849","2.6661","2.6661","2.6661","","",""
"2850","2.0669","2.0669","2.0669","","",""
"2851","1.924","1.924","1.924","","",""
"2852","2.0639","2.0639","2.0639","","",""
"2853","2.0075","2.0075","2.0075","","",""
"2854","2.548","2.548","2.548","","",""
"2855","2.6242","2.6242","2.6242","","",""
