"Step","train/loss","fresh-mountain-14 - train/loss__MIN","fresh-mountain-14 - train/loss__MAX","eval/loss","fresh-mountain-14 - eval/loss__MIN","fresh-mountain-14 - eval/loss__MAX"
"3891","1.8472","1.8472","1.8472","","",""
"3892","1.1085","1.1085","1.1085","","",""
"3893","1.6719","1.6719","1.6719","","",""
"3894","1.3077","1.3077","1.3077","","",""
"3895","2.7276","2.7276","2.7276","","",""
"3896","1.2206","1.2206","1.2206","","",""
"3897","1.5787","1.5787","1.5787","","",""
"3898","0.8975","0.8975","0.8975","","",""
"3899","2.9368","2.9368","2.9368","","",""
"3900","1.5004","1.5004","1.5004","","",""
"3901","1.5971","1.5971","1.5971","","",""
"3902","2.1406","2.1406","2.1406","","",""
"3903","1.7639","1.7639","1.7639","","",""
"3904","2.3601","2.3601","2.3601","","",""
"3905","2.6808","2.6808","2.6808","","",""
"3906","1.9342","1.9342","1.9342","","",""
"3907","1.2838","1.2838","1.2838","","",""
"3908","1.6488","1.6488","1.6488","","",""
"3909","1.9493","1.9493","1.9493","","",""
"3910","1.695","1.695","1.695","","",""
"3911","1.8179","1.8179","1.8179","","",""
"3912","1.0852","1.0852","1.0852","","",""
"3913","1.2588","1.2588","1.2588","","",""
"3914","2.231","2.231","2.231","","",""
"3915","1.3519","1.3519","1.3519","","",""
"3916","0.987","0.987","0.987","","",""
"3917","2.2089","2.2089","2.2089","","",""
"3918","2.4632","2.4632","2.4632","","",""
"3919","1.8997","1.8997","1.8997","","",""
"3920","2.0719","2.0719","2.0719","","",""
"3921","1.9772","1.9772","1.9772","","",""
"3922","2.0359","2.0359","2.0359","","",""
"3923","1.3989","1.3989","1.3989","","",""
"3924","1.0822","1.0822","1.0822","","",""
"3925","1.0295","1.0295","1.0295","","",""
"3926","1.4296","1.4296","1.4296","","",""
"3927","1.2642","1.2642","1.2642","","",""
"3928","2.5824","2.5824","2.5824","","",""
"3929","0.633","0.633","0.633","","",""
"3930","1.9433","1.9433","1.9433","","",""
"3931","3.4881","3.4881","3.4881","","",""
"3932","2.1136","2.1136","2.1136","","",""
"3933","2.0382","2.0382","2.0382","","",""
"3934","2.7111","2.7111","2.7111","","",""
"3935","1.3053","1.3053","1.3053","","",""
"3936","1.1123","1.1123","1.1123","","",""
"3937","1.925","1.925","1.925","","",""
"3938","2.0834","2.0834","2.0834","","",""
"3939","2.3237","2.3237","2.3237","","",""
"3940","2.1618","2.1618","2.1618","","",""
"3941","2.3525","2.3525","2.3525","","",""
"3942","1.3052","1.3052","1.3052","","",""
"3943","3.4063","3.4063","3.4063","","",""
"3944","1.7947","1.7947","1.7947","","",""
"3945","1.2809","1.2809","1.2809","","",""
"3946","1.4967","1.4967","1.4967","","",""
"3947","1.9321","1.9321","1.9321","","",""
"3948","1.3949","1.3949","1.3949","","",""
"3949","1.7913","1.7913","1.7913","","",""
"3950","2.0259","2.0259","2.0259","","",""
"3951","1.5683","1.5683","1.5683","","",""
"3952","1.6519","1.6519","1.6519","","",""
"3953","1.0445","1.0445","1.0445","","",""
"3954","1.8312","1.8312","1.8312","","",""
"3955","1.6849","1.6849","1.6849","","",""
"3956","1.6159","1.6159","1.6159","","",""
"3957","1.6399","1.6399","1.6399","","",""
"3958","2.6463","2.6463","2.6463","","",""
"3959","3.2018","3.2018","3.2018","","",""
"3960","2.2217","2.2217","2.2217","","",""
"3961","1.6528","1.6528","1.6528","","",""
"3962","1.8087","1.8087","1.8087","","",""
"3963","1.9486","1.9486","1.9486","","",""
"3964","1.7155","1.7155","1.7155","","",""
"3965","1.7921","1.7921","1.7921","","",""
"3966","1.4562","1.4562","1.4562","","",""
"3967","2.1103","2.1103","2.1103","","",""
"3968","1.5863","1.5863","1.5863","","",""
"3969","0.9685","0.9685","0.9685","","",""
"3970","2.5201","2.5201","2.5201","","",""
"3971","1.4719","1.4719","1.4719","","",""
"3972","1.7457","1.7457","1.7457","","",""
"3973","2.2435","2.2435","2.2435","","",""
"3974","1.8906","1.8906","1.8906","","",""
"3975","0.7218","0.7218","0.7218","","",""
"3976","1.9308","1.9308","1.9308","","",""
"3977","2.1087","2.1087","2.1087","","",""
"3978","2.0206","2.0206","2.0206","","",""
"3979","2.3779","2.3779","2.3779","","",""
"3980","1.9987","1.9987","1.9987","","",""
"3981","0.8839","0.8839","0.8839","","",""
"3982","3.5038","3.5038","3.5038","","",""
"3983","2.0565","2.0565","2.0565","","",""
"3984","1.9522","1.9522","1.9522","","",""
"3985","1.2069","1.2069","1.2069","","",""
"3986","2.0497","2.0497","2.0497","","",""
"3987","1.385","1.385","1.385","","",""
"3988","2.1557","2.1557","2.1557","","",""
"3989","2.3961","2.3961","2.3961","","",""
"3990","0.8589","0.8589","0.8589","","",""
"3991","2.7451","2.7451","2.7451","","",""
"3992","1.7386","1.7386","1.7386","","",""
"3993","0.8782","0.8782","0.8782","","",""
"3994","0.7075","0.7075","0.7075","","",""
"3995","2.0479","2.0479","2.0479","","",""
"3996","1.5466","1.5466","1.5466","","",""
"3997","0.7447","0.7447","0.7447","","",""
"3998","1.334","1.334","1.334","","",""
"3999","1.5242","1.5242","1.5242","","",""
"4000","2.1022","2.1022","2.1022","","",""
"4001","0.7197","0.7197","0.7197","","",""
"4002","1.098","1.098","1.098","","",""
"4003","0.5781","0.5781","0.5781","","",""
"4004","0.6746","0.6746","0.6746","","",""
"4005","1.3836","1.3836","1.3836","","",""
"4006","1.4338","1.4338","1.4338","","",""
"4007","1.5727","1.5727","1.5727","","",""
"4008","1.3869","1.3869","1.3869","","",""
"4009","1.2133","1.2133","1.2133","","",""
"4010","1.3843","1.3843","1.3843","","",""
"4011","1.464","1.464","1.464","","",""
"4012","1.5286","1.5286","1.5286","","",""
"4013","0.3758","0.3758","0.3758","","",""
"4014","2.3037","2.3037","2.3037","","",""
"4015","1.978","1.978","1.978","","",""
"4016","1.3934","1.3934","1.3934","","",""
"4017","1.6012","1.6012","1.6012","","",""
"4018","0.929","0.929","0.929","","",""
"4019","0.2656","0.2656","0.2656","","",""
"4020","1.4122","1.4122","1.4122","","",""
"4021","1.9331","1.9331","1.9331","","",""
"4022","2.0578","2.0578","2.0578","","",""
"4023","2.3036","2.3036","2.3036","","",""
"4024","1.6442","1.6442","1.6442","","",""
"4025","2.6449","2.6449","2.6449","","",""
"4026","2.2578","2.2578","2.2578","","",""
"4027","2.3299","2.3299","2.3299","","",""
"4028","2.6327","2.6327","2.6327","","",""
"4029","2.1415","2.1415","2.1415","","",""
"4030","1.9662","1.9662","1.9662","","",""
"4031","1.6452","1.6452","1.6452","","",""
"4032","1.3005","1.3005","1.3005","","",""
"4033","2.4431","2.4431","2.4431","","",""
"4034","1.5634","1.5634","1.5634","","",""
"4035","1.444","1.444","1.444","","",""
"4036","2.7102","2.7102","2.7102","","",""
"4037","1.8019","1.8019","1.8019","","",""
"4038","1.3086","1.3086","1.3086","","",""
"4039","2.0763","2.0763","2.0763","","",""
"4040","2.7889","2.7889","2.7889","","",""
"4041","1.56","1.56","1.56","","",""
"4042","2.1771","2.1771","2.1771","","",""
"4043","2.2891","2.2891","2.2891","","",""
"4044","2.3721","2.3721","2.3721","","",""
"4045","2.0909","2.0909","2.0909","","",""
"4046","2.3949","2.3949","2.3949","","",""
"4047","1.3459","1.3459","1.3459","","",""
"4048","1.7551","1.7551","1.7551","","",""
"4049","1.7147","1.7147","1.7147","","",""
"4050","1.9471","1.9471","1.9471","","",""
"4051","1.901","1.901","1.901","","",""
"4052","1.5787","1.5787","1.5787","","",""
"4053","2.9347","2.9347","2.9347","","",""
"4054","2.0224","2.0224","2.0224","","",""
"4055","2.0533","2.0533","2.0533","","",""
"4056","2.1829","2.1829","2.1829","","",""
"4057","1.5341","1.5341","1.5341","","",""
"4058","2.3992","2.3992","2.3992","","",""
"4059","2.0108","2.0108","2.0108","","",""
"4060","2.0728","2.0728","2.0728","","",""
"4061","1.7561","1.7561","1.7561","","",""
"4062","1.9195","1.9195","1.9195","","",""
"4063","1.9094","1.9094","1.9094","","",""
"4064","1.8829","1.8829","1.8829","","",""
"4065","1.7055","1.7055","1.7055","","",""
"4066","1.8474","1.8474","1.8474","","",""
"4067","2.4335","2.4335","2.4335","","",""
"4068","2.115","2.115","2.115","","",""
"4069","2.1561","2.1561","2.1561","","",""
"4070","1.6795","1.6795","1.6795","","",""
"4071","1.6972","1.6972","1.6972","","",""
"4072","1.7599","1.7599","1.7599","","",""
"4073","2.0774","2.0774","2.0774","","",""
"4074","1.92","1.92","1.92","","",""
"4075","1.3393","1.3393","1.3393","","",""
"4076","2.2069","2.2069","2.2069","","",""
"4077","1.7085","1.7085","1.7085","","",""
"4078","1.5714","1.5714","1.5714","","",""
"4079","2.0893","2.0893","2.0893","","",""
"4080","2.3179","2.3179","2.3179","","",""
"4081","1.5203","1.5203","1.5203","","",""
"4082","2.3142","2.3142","2.3142","","",""
"4083","2.0282","2.0282","2.0282","","",""
"4084","2.3129","2.3129","2.3129","","",""
"4085","1.8575","1.8575","1.8575","","",""
"4086","1.8597","1.8597","1.8597","","",""
"4087","1.1493","1.1493","1.1493","","",""
"4088","2.2347","2.2347","2.2347","","",""
"4089","1.8976","1.8976","1.8976","","",""
"4090","1.7941","1.7941","1.7941","","",""
"4091","1.633","1.633","1.633","","",""
"4092","2.2843","2.2843","2.2843","","",""
"4093","1.1322","1.1322","1.1322","","",""
"4094","2.3221","2.3221","2.3221","","",""
"4095","2.1162","2.1162","2.1162","","",""
"4096","1.1035","1.1035","1.1035","","",""
"4097","1.3843","1.3843","1.3843","","",""
"4098","2.8416","2.8416","2.8416","","",""
"4099","1.1311","1.1311","1.1311","","",""
"4100","2.0585","2.0585","2.0585","","",""
"4101","2.1478","2.1478","2.1478","","",""
"4102","1.823","1.823","1.823","","",""
"4103","2.0164","2.0164","2.0164","","",""
"4104","1.9388","1.9388","1.9388","","",""
"4105","2.0473","2.0473","2.0473","","",""
"4106","0.8512","0.8512","0.8512","","",""
"4107","1.2819","1.2819","1.2819","","",""
"4108","2.0479","2.0479","2.0479","","",""
"4109","1.5442","1.5442","1.5442","","",""
"4110","1.1852","1.1852","1.1852","","",""
"4111","1.3706","1.3706","1.3706","","",""
"4112","1.954","1.954","1.954","","",""
"4113","2.547","2.547","2.547","","",""
"4114","1.0593","1.0593","1.0593","","",""
"4115","2.6758","2.6758","2.6758","","",""
"4116","1.8753","1.8753","1.8753","","",""
"4117","1.537","1.537","1.537","","",""
"4118","2.9608","2.9608","2.9608","","",""
"4119","1.9858","1.9858","1.9858","","",""
"4120","1.917","1.917","1.917","","",""
"4121","1.6607","1.6607","1.6607","","",""
"4122","1.4076","1.4076","1.4076","","",""
"4123","1.7228","1.7228","1.7228","","",""
"4124","2.3293","2.3293","2.3293","","",""
"4125","1.697","1.697","1.697","","",""
"4126","1.5533","1.5533","1.5533","","",""
"4127","1.2213","1.2213","1.2213","","",""
"4128","1.563","1.563","1.563","","",""
"4129","2.848","2.848","2.848","","",""
"4130","1.8031","1.8031","1.8031","","",""
"4131","2.8223","2.8223","2.8223","","",""
"4132","2.6444","2.6444","2.6444","","",""
"4133","2.3247","2.3247","2.3247","","",""
"4134","2.7147","2.7147","2.7147","","",""
"4135","1.615","1.615","1.615","","",""
"4136","2.2705","2.2705","2.2705","","",""
"4137","1.7272","1.7272","1.7272","","",""
"4138","1.7183","1.7183","1.7183","","",""
"4139","1.2069","1.2069","1.2069","","",""
"4140","2.2605","2.2605","2.2605","","",""
"4141","2.2659","2.2659","2.2659","","",""
"4142","1.4878","1.4878","1.4878","","",""
"4143","0.9297","0.9297","0.9297","","",""
"4144","1.8122","1.8122","1.8122","","",""
"4145","1.927","1.927","1.927","","",""
"4146","1.9476","1.9476","1.9476","","",""
"4147","1.8482","1.8482","1.8482","","",""
"4148","2.0589","2.0589","2.0589","","",""
"4149","1.4823","1.4823","1.4823","","",""
"4150","1.1781","1.1781","1.1781","","",""
"4151","2.5925","2.5925","2.5925","","",""
"4152","1.759","1.759","1.759","","",""
"4153","1.2167","1.2167","1.2167","","",""
"4154","1.4093","1.4093","1.4093","","",""
"4155","2.3797","2.3797","2.3797","","",""
"4156","1.8907","1.8907","1.8907","","",""
"4157","1.2405","1.2405","1.2405","","",""
"4158","1.1662","1.1662","1.1662","","",""
"4159","0.7195","0.7195","0.7195","","",""
"4160","0.9354","0.9354","0.9354","","",""
"4161","0.5475","0.5475","0.5475","","",""
"4162","1.8803","1.8803","1.8803","","",""
"4163","1.6724","1.6724","1.6724","","",""
"4164","1.5393","1.5393","1.5393","","",""
"4165","1.3988","1.3988","1.3988","","",""
"4166","2.0848","2.0848","2.0848","","",""
"4167","0.8673","0.8673","0.8673","","",""
"4168","1.4457","1.4457","1.4457","","",""
"4169","1.1924","1.1924","1.1924","","",""
"4170","2.7356","2.7356","2.7356","","",""
"4171","0.3356","0.3356","0.3356","","",""
"4172","1.5368","1.5368","1.5368","","",""
"4173","2.3521","2.3521","2.3521","","",""
"4174","1.8804","1.8804","1.8804","","",""
"4175","1.1784","1.1784","1.1784","","",""
"4176","1.9701","1.9701","1.9701","","",""
"4177","2.3104","2.3104","2.3104","","",""
"4178","0.8157","0.8157","0.8157","","",""
"4179","1.4219","1.4219","1.4219","","",""
"4180","2.0854","2.0854","2.0854","","",""
"4181","1.4488","1.4488","1.4488","","",""
"4182","1.1561","1.1561","1.1561","","",""
"4183","0.6744","0.6744","0.6744","","",""
"4184","1.8924","1.8924","1.8924","","",""
"4185","1.0707","1.0707","1.0707","","",""
"4186","1.4738","1.4738","1.4738","","",""
"4187","0.8089","0.8089","0.8089","","",""
"4188","1.9227","1.9227","1.9227","","",""
"4189","3.1197","3.1197","3.1197","","",""
"4190","1.6814","1.6814","1.6814","","",""
"4191","2.5039","2.5039","2.5039","","",""
"4192","2.4095","2.4095","2.4095","","",""
"4193","1.081","1.081","1.081","","",""
"4194","2.4349","2.4349","2.4349","","",""
"4195","1.5698","1.5698","1.5698","","",""
"4196","0.9906","0.9906","0.9906","","",""
"4197","0.6249","0.6249","0.6249","","",""
"4198","1.4892","1.4892","1.4892","","",""
"4199","1.339","1.339","1.339","","",""
"4200","2.1563","2.1563","2.1563","","",""
"4201","0.1602","0.1602","0.1602","","",""
"4202","0.8669","0.8669","0.8669","","",""
"4203","1.3295","1.3295","1.3295","","",""
"4204","3.1511","3.1511","3.1511","","",""
"4205","0.5343","0.5343","0.5343","","",""
"4206","1.4401","1.4401","1.4401","","",""
"4207","","","","1.9241724014282227","1.9241724014282227","1.9241724014282227"
"4208","1.3113","1.3113","1.3113","","",""
"4209","1.6184","1.6184","1.6184","","",""
"4210","1.869","1.869","1.869","","",""
"4211","1.3129","1.3129","1.3129","","",""
"4212","1.2247","1.2247","1.2247","","",""
"4213","1.2031","1.2031","1.2031","","",""
"4214","1.3802","1.3802","1.3802","","",""
"4215","1.6916","1.6916","1.6916","","",""
"4216","1.6111","1.6111","1.6111","","",""
"4217","2.1067","2.1067","2.1067","","",""
"4218","2.4205","2.4205","2.4205","","",""
"4219","2.1851","2.1851","2.1851","","",""
"4220","1.9147","1.9147","1.9147","","",""
"4221","3.3131","3.3131","3.3131","","",""
"4222","2.0939","2.0939","2.0939","","",""
"4223","2.1161","2.1161","2.1161","","",""
"4224","1.9783","1.9783","1.9783","","",""
"4225","2.4828","2.4828","2.4828","","",""
"4226","2.0148","2.0148","2.0148","","",""
"4227","1.4189","1.4189","1.4189","","",""
"4228","1.7765","1.7765","1.7765","","",""
"4229","1.2118","1.2118","1.2118","","",""
"4230","2.0989","2.0989","2.0989","","",""
"4231","1.9423","1.9423","1.9423","","",""
"4232","2.0411","2.0411","2.0411","","",""
"4233","2.233","2.233","2.233","","",""
"4234","2.2417","2.2417","2.2417","","",""
"4235","2.114","2.114","2.114","","",""
"4236","2.2002","2.2002","2.2002","","",""
"4237","2.2716","2.2716","2.2716","","",""
"4238","2.6145","2.6145","2.6145","","",""
"4239","2.0281","2.0281","2.0281","","",""
"4240","2.1735","2.1735","2.1735","","",""
"4241","1.6843","1.6843","1.6843","","",""
"4242","1.9122","1.9122","1.9122","","",""
"4243","2.2229","2.2229","2.2229","","",""
"4244","2.7831","2.7831","2.7831","","",""
"4245","1.9107","1.9107","1.9107","","",""
"4246","1.566","1.566","1.566","","",""
"4247","1.8992","1.8992","1.8992","","",""
"4248","1.6936","1.6936","1.6936","","",""
"4249","2.0177","2.0177","2.0177","","",""
"4250","2.5324","2.5324","2.5324","","",""
"4251","1.5459","1.5459","1.5459","","",""
"4252","2.0082","2.0082","2.0082","","",""
"4253","2.0767","2.0767","2.0767","","",""
"4254","1.6472","1.6472","1.6472","","",""
"4255","2.0325","2.0325","2.0325","","",""
"4256","2.1003","2.1003","2.1003","","",""
"4257","1.7162","1.7162","1.7162","","",""
"4258","2.3867","2.3867","2.3867","","",""
"4259","2.0624","2.0624","2.0624","","",""
"4260","1.7638","1.7638","1.7638","","",""
"4261","2.2011","2.2011","2.2011","","",""
"4262","1.5425","1.5425","1.5425","","",""
"4263","1.8295","1.8295","1.8295","","",""
"4264","1.4931","1.4931","1.4931","","",""
"4265","1.4426","1.4426","1.4426","","",""
"4266","1.6194","1.6194","1.6194","","",""
"4267","2.2178","2.2178","2.2178","","",""
"4268","2.2721","2.2721","2.2721","","",""
"4269","2.7162","2.7162","2.7162","","",""
"4270","1.5577","1.5577","1.5577","","",""
"4271","2.3348","2.3348","2.3348","","",""
"4272","1.2269","1.2269","1.2269","","",""
"4273","1.9091","1.9091","1.9091","","",""
"4274","1.554","1.554","1.554","","",""
"4275","2.4417","2.4417","2.4417","","",""
"4276","1.8686","1.8686","1.8686","","",""
"4277","1.596","1.596","1.596","","",""
"4278","1.7965","1.7965","1.7965","","",""
"4279","1.9029","1.9029","1.9029","","",""
"4280","2.5424","2.5424","2.5424","","",""
"4281","1.9597","1.9597","1.9597","","",""
"4282","2.2372","2.2372","2.2372","","",""
"4283","2.651","2.651","2.651","","",""
"4284","1.1602","1.1602","1.1602","","",""
"4285","1.5178","1.5178","1.5178","","",""
"4286","1.3104","1.3104","1.3104","","",""
"4287","1.3241","1.3241","1.3241","","",""
"4288","1.6756","1.6756","1.6756","","",""
"4289","1.5081","1.5081","1.5081","","",""
"4290","1.8058","1.8058","1.8058","","",""
"4291","1.4968","1.4968","1.4968","","",""
"4292","1.5031","1.5031","1.5031","","",""
"4293","2.2938","2.2938","2.2938","","",""
"4294","1.6602","1.6602","1.6602","","",""
"4295","2.5993","2.5993","2.5993","","",""
"4296","1.5856","1.5856","1.5856","","",""
"4297","2.7596","2.7596","2.7596","","",""
"4298","1.2298","1.2298","1.2298","","",""
"4299","1.4932","1.4932","1.4932","","",""
"4300","1.3444","1.3444","1.3444","","",""
"4301","2.4724","2.4724","2.4724","","",""
"4302","1.7406","1.7406","1.7406","","",""
"4303","1.3808","1.3808","1.3808","","",""
"4304","3.1716","3.1716","3.1716","","",""
"4305","1.1358","1.1358","1.1358","","",""
"4306","1.2853","1.2853","1.2853","","",""
"4307","2.2056","2.2056","2.2056","","",""
"4308","1.1146","1.1146","1.1146","","",""
"4309","2.1522","2.1522","2.1522","","",""
"4310","1.6409","1.6409","1.6409","","",""
"4311","1.9193","1.9193","1.9193","","",""
"4312","1.3785","1.3785","1.3785","","",""
"4313","1.8564","1.8564","1.8564","","",""
"4314","1.1293","1.1293","1.1293","","",""
"4315","1.6724","1.6724","1.6724","","",""
"4316","1.6603","1.6603","1.6603","","",""
"4317","1.3436","1.3436","1.3436","","",""
"4318","2.5255","2.5255","2.5255","","",""
"4319","1.7281","1.7281","1.7281","","",""
"4320","3.7746","3.7746","3.7746","","",""
"4321","3.0889","3.0889","3.0889","","",""
"4322","0.7312","0.7312","0.7312","","",""
"4323","1.3494","1.3494","1.3494","","",""
"4324","2.2885","2.2885","2.2885","","",""
"4325","1.7731","1.7731","1.7731","","",""
"4326","0.9479","0.9479","0.9479","","",""
"4327","2.5105","2.5105","2.5105","","",""
"4328","0.9961","0.9961","0.9961","","",""
"4329","1.6135","1.6135","1.6135","","",""
"4330","1.1566","1.1566","1.1566","","",""
"4331","2.3246","2.3246","2.3246","","",""
"4332","2.5232","2.5232","2.5232","","",""
"4333","2.692","2.692","2.692","","",""
"4334","1.4429","1.4429","1.4429","","",""
"4335","1.7901","1.7901","1.7901","","",""
"4336","1.7936","1.7936","1.7936","","",""
"4337","2.0328","2.0328","2.0328","","",""
"4338","1.3144","1.3144","1.3144","","",""
"4339","1.874","1.874","1.874","","",""
"4340","2.3629","2.3629","2.3629","","",""
"4341","1.4643","1.4643","1.4643","","",""
"4342","1.0312","1.0312","1.0312","","",""
"4343","3.0631","3.0631","3.0631","","",""
"4344","1.0491","1.0491","1.0491","","",""
"4345","1.8823","1.8823","1.8823","","",""
"4346","0.6246","0.6246","0.6246","","",""
"4347","1.3601","1.3601","1.3601","","",""
"4348","2.0166","2.0166","2.0166","","",""
"4349","0.8543","0.8543","0.8543","","",""
"4350","0.9537","0.9537","0.9537","","",""
"4351","1.3927","1.3927","1.3927","","",""
"4352","1.6533","1.6533","1.6533","","",""
"4353","1.5704","1.5704","1.5704","","",""
"4354","2.1806","2.1806","2.1806","","",""
"4355","1.8874","1.8874","1.8874","","",""
"4356","1.9801","1.9801","1.9801","","",""
"4357","2.0827","2.0827","2.0827","","",""
"4358","1.2569","1.2569","1.2569","","",""
"4359","1.888","1.888","1.888","","",""
"4360","1.1275","1.1275","1.1275","","",""
"4361","1.2873","1.2873","1.2873","","",""
"4362","1.7373","1.7373","1.7373","","",""
"4363","0.8789","0.8789","0.8789","","",""
"4364","2.564","2.564","2.564","","",""
"4365","1.3379","1.3379","1.3379","","",""
"4366","1.4017","1.4017","1.4017","","",""
"4367","1.9497","1.9497","1.9497","","",""
"4368","1.5325","1.5325","1.5325","","",""
"4369","1.6738","1.6738","1.6738","","",""
"4370","1.8525","1.8525","1.8525","","",""
"4371","0.8687","0.8687","0.8687","","",""
"4372","1.9452","1.9452","1.9452","","",""
"4373","1.1932","1.1932","1.1932","","",""
"4374","1.1877","1.1877","1.1877","","",""
"4375","0.6345","0.6345","0.6345","","",""
"4376","0.8718","0.8718","0.8718","","",""
"4377","1.3569","1.3569","1.3569","","",""
"4378","1.23","1.23","1.23","","",""
"4379","3.0985","3.0985","3.0985","","",""
"4380","0.8475","0.8475","0.8475","","",""
"4381","1.2636","1.2636","1.2636","","",""
"4382","1.2512","1.2512","1.2512","","",""
"4383","1.5422","1.5422","1.5422","","",""
"4384","4.0853","4.0853","4.0853","","",""
"4385","1.9253","1.9253","1.9253","","",""
"4386","0.9108","0.9108","0.9108","","",""
"4387","1.0501","1.0501","1.0501","","",""
"4388","1.5026","1.5026","1.5026","","",""
"4389","1.1351","1.1351","1.1351","","",""
"4390","1.2356","1.2356","1.2356","","",""
"4391","1.4026","1.4026","1.4026","","",""
"4392","1.2937","1.2937","1.2937","","",""
"4393","1.4578","1.4578","1.4578","","",""
"4394","1.3458","1.3458","1.3458","","",""
"4395","1.0962","1.0962","1.0962","","",""
"4396","2.6052","2.6052","2.6052","","",""
"4397","0.9375","0.9375","0.9375","","",""
"4398","1.795","1.795","1.795","","",""
"4399","0.6689","0.6689","0.6689","","",""
"4400","1.2972","1.2972","1.2972","","",""
"4401","1.6557","1.6557","1.6557","","",""
"4402","0.3938","0.3938","0.3938","","",""
"4403","1.0519","1.0519","1.0519","","",""
"4404","0.7738","0.7738","0.7738","","",""
"4405","0.5145","0.5145","0.5145","","",""
"4406","1.9785","1.9785","1.9785","","",""
"4407","1.0495","1.0495","1.0495","","",""
"4408","1.2683","1.2683","1.2683","","",""
"4409","1.5596","1.5596","1.5596","","",""
"4410","1.1268","1.1268","1.1268","","",""
"4411","1.4122","1.4122","1.4122","","",""
"4412","1.4303","1.4303","1.4303","","",""
"4413","1.1832","1.1832","1.1832","","",""
"4414","2.7684","2.7684","2.7684","","",""
"4415","2.349","2.349","2.349","","",""
"4416","2.6477","2.6477","2.6477","","",""
"4417","1.9106","1.9106","1.9106","","",""
"4418","2.3965","2.3965","2.3965","","",""
"4419","1.5161","1.5161","1.5161","","",""
"4420","1.8195","1.8195","1.8195","","",""
"4421","2.0962","2.0962","2.0962","","",""
"4422","1.6086","1.6086","1.6086","","",""
"4423","2.013","2.013","2.013","","",""
"4424","1.6496","1.6496","1.6496","","",""
"4425","1.8072","1.8072","1.8072","","",""
"4426","0.3433","0.3433","0.3433","","",""
"4427","1.7291","1.7291","1.7291","","",""
"4428","2.2661","2.2661","2.2661","","",""
"4429","1.8698","1.8698","1.8698","","",""
"4430","1.6967","1.6967","1.6967","","",""
"4431","1.2933","1.2933","1.2933","","",""
"4432","1.1401","1.1401","1.1401","","",""
"4433","1.2588","1.2588","1.2588","","",""
"4434","2.4571","2.4571","2.4571","","",""
"4435","1.1122","1.1122","1.1122","","",""
"4436","2.0453","2.0453","2.0453","","",""
"4437","1.2304","1.2304","1.2304","","",""
"4438","1.8326","1.8326","1.8326","","",""
"4439","1.7414","1.7414","1.7414","","",""
"4440","2.0059","2.0059","2.0059","","",""
"4441","1.246","1.246","1.246","","",""
"4442","1.2885","1.2885","1.2885","","",""
"4443","2.1158","2.1158","2.1158","","",""
"4444","2.4693","2.4693","2.4693","","",""
"4445","2.4098","2.4098","2.4098","","",""
"4446","1.7968","1.7968","1.7968","","",""
"4447","2.2506","2.2506","2.2506","","",""
"4448","2.1339","2.1339","2.1339","","",""
"4449","2.3111","2.3111","2.3111","","",""
"4450","1.771","1.771","1.771","","",""
"4451","1.9283","1.9283","1.9283","","",""
"4452","2.0871","2.0871","2.0871","","",""
"4453","1.0002","1.0002","1.0002","","",""
"4454","2.2613","2.2613","2.2613","","",""
"4455","1.3105","1.3105","1.3105","","",""
"4456","1.3435","1.3435","1.3435","","",""
"4457","2.1501","2.1501","2.1501","","",""
"4458","2.0726","2.0726","2.0726","","",""
"4459","2.1936","2.1936","2.1936","","",""
"4460","2.1657","2.1657","2.1657","","",""
"4461","1.9163","1.9163","1.9163","","",""
"4462","1.6307","1.6307","1.6307","","",""
"4463","2.1798","2.1798","2.1798","","",""
"4464","2.1425","2.1425","2.1425","","",""
"4465","1.593","1.593","1.593","","",""
"4466","2.2226","2.2226","2.2226","","",""
"4467","2.5641","2.5641","2.5641","","",""
"4468","2.0718","2.0718","2.0718","","",""
"4469","1.9627","1.9627","1.9627","","",""
"4470","1.7423","1.7423","1.7423","","",""
"4471","2.1955","2.1955","2.1955","","",""
"4472","1.8092","1.8092","1.8092","","",""
"4473","1.8511","1.8511","1.8511","","",""
"4474","2.3659","2.3659","2.3659","","",""
"4475","1.6963","1.6963","1.6963","","",""
"4476","1.5488","1.5488","1.5488","","",""
"4477","1.2966","1.2966","1.2966","","",""
"4478","1.4646","1.4646","1.4646","","",""
"4479","2.3014","2.3014","2.3014","","",""
"4480","2.3118","2.3118","2.3118","","",""
"4481","2.1783","2.1783","2.1783","","",""
"4482","1.4081","1.4081","1.4081","","",""
"4483","1.0032","1.0032","1.0032","","",""
"4484","2.9179","2.9179","2.9179","","",""
"4485","1.7858","1.7858","1.7858","","",""
"4486","1.6775","1.6775","1.6775","","",""
"4487","2.0332","2.0332","2.0332","","",""
"4488","1.7398","1.7398","1.7398","","",""
"4489","1.8062","1.8062","1.8062","","",""
"4490","2.1902","2.1902","2.1902","","",""
"4491","1.5225","1.5225","1.5225","","",""
"4492","1.8888","1.8888","1.8888","","",""
"4493","1.9014","1.9014","1.9014","","",""
"4494","0.7996","0.7996","0.7996","","",""
"4495","1.0382","1.0382","1.0382","","",""
"4496","1.7903","1.7903","1.7903","","",""
"4497","2.0826","2.0826","2.0826","","",""
"4498","1.8967","1.8967","1.8967","","",""
"4499","1.4925","1.4925","1.4925","","",""
"4500","1.6573","1.6573","1.6573","","",""
