"Step","train/loss","good-gorge-19 - train/loss__MIN","good-gorge-19 - train/loss__MAX","eval/loss","good-gorge-19 - eval/loss__MIN","good-gorge-19 - eval/loss__MAX"
"1850","1.4872","1.4872","1.4872","","",""
"1851","1.3277","1.3277","1.3277","","",""
"1852","1.7034","1.7034","1.7034","","",""
"1853","1.2481","1.2481","1.2481","","",""
"1854","1.6636","1.6636","1.6636","","",""
"1855","1.58","1.58","1.58","","",""
"1856","1.5296","1.5296","1.5296","","",""
"1857","1.6398","1.6398","1.6398","","",""
"1858","1.5769","1.5769","1.5769","","",""
"1859","1.706","1.706","1.706","","",""
"1860","1.6622","1.6622","1.6622","","",""
"1861","1.5266","1.5266","1.5266","","",""
"1862","0.7067","0.7067","0.7067","","",""
"1863","1.4516","1.4516","1.4516","","",""
"1864","0.9988","0.9988","0.9988","","",""
"1865","1.4641","1.4641","1.4641","","",""
"1866","1.5314","1.5314","1.5314","","",""
"1867","1.4757","1.4757","1.4757","","",""
"1868","1.6639","1.6639","1.6639","","",""
"1869","0.8704","0.8704","0.8704","","",""
"1870","1.2971","1.2971","1.2971","","",""
"1871","1.2405","1.2405","1.2405","","",""
"1872","1.5032","1.5032","1.5032","","",""
"1873","1.2678","1.2678","1.2678","","",""
"1874","1.865","1.865","1.865","","",""
"1875","1.7068","1.7068","1.7068","","",""
"1876","1.901","1.901","1.901","","",""
"1877","1.5766","1.5766","1.5766","","",""
"1878","0.9685","0.9685","0.9685","","",""
"1879","1.3215","1.3215","1.3215","","",""
"1880","1.4007","1.4007","1.4007","","",""
"1881","0.6186","0.6186","0.6186","","",""
"1882","1.5914","1.5914","1.5914","","",""
"1883","1.1588","1.1588","1.1588","","",""
"1884","1.5216","1.5216","1.5216","","",""
"1885","1.3888","1.3888","1.3888","","",""
"1886","1.1895","1.1895","1.1895","","",""
"1887","1.4311","1.4311","1.4311","","",""
"1888","1.4902","1.4902","1.4902","","",""
"1889","1.4656","1.4656","1.4656","","",""
"1890","1.7253","1.7253","1.7253","","",""
"1891","1.6943","1.6943","1.6943","","",""
"1892","0.6978","0.6978","0.6978","","",""
"1893","0.8029","0.8029","0.8029","","",""
"1894","1.7678","1.7678","1.7678","","",""
"1895","0.926","0.926","0.926","","",""
"1896","1.6279","1.6279","1.6279","","",""
"1897","1.7191","1.7191","1.7191","","",""
"1898","1.3167","1.3167","1.3167","","",""
"1899","1.6425","1.6425","1.6425","","",""
"1900","1.8256","1.8256","1.8256","","",""
"1901","1.6828","1.6828","1.6828","","",""
"1902","1.2975","1.2975","1.2975","","",""
"1903","1.3771","1.3771","1.3771","","",""
"1904","1.6279","1.6279","1.6279","","",""
"1905","1.7167","1.7167","1.7167","","",""
"1906","1.6407","1.6407","1.6407","","",""
"1907","1.5415","1.5415","1.5415","","",""
"1908","1.3306","1.3306","1.3306","","",""
"1909","1.2464","1.2464","1.2464","","",""
"1910","1.671","1.671","1.671","","",""
"1911","1.2088","1.2088","1.2088","","",""
"1912","1.4251","1.4251","1.4251","","",""
"1913","1.6036","1.6036","1.6036","","",""
"1914","0.8351","0.8351","0.8351","","",""
"1915","1.4268","1.4268","1.4268","","",""
"1916","1.67","1.67","1.67","","",""
"1917","1.4915","1.4915","1.4915","","",""
"1918","","","","1.6010029315948486","1.6010029315948486","1.6010029315948486"
"1919","2.0082","2.0082","2.0082","","",""
"1920","1.4527","1.4527","1.4527","","",""
"1921","1.5408","1.5408","1.5408","","",""
"1922","1.4143","1.4143","1.4143","","",""
"1923","0.5483","0.5483","0.5483","","",""
"1924","1.6341","1.6341","1.6341","","",""
"1925","0.9354","0.9354","0.9354","","",""
"1926","1.3896","1.3896","1.3896","","",""
"1927","0.6281","0.6281","0.6281","","",""
"1928","1.7736","1.7736","1.7736","","",""
"1929","1.0674","1.0674","1.0674","","",""
"1930","1.3958","1.3958","1.3958","","",""
"1931","1.2138","1.2138","1.2138","","",""
"1932","1.1465","1.1465","1.1465","","",""
"1933","1.4781","1.4781","1.4781","","",""
"1934","1.6406","1.6406","1.6406","","",""
"1935","0.5203","0.5203","0.5203","","",""
"1936","1.4439","1.4439","1.4439","","",""
"1937","0.8947","0.8947","0.8947","","",""
"1938","1.8548","1.8548","1.8548","","",""
"1939","1.5175","1.5175","1.5175","","",""
"1940","1.2317","1.2317","1.2317","","",""
"1941","1.4767","1.4767","1.4767","","",""
"1942","1.6045","1.6045","1.6045","","",""
"1943","1.5566","1.5566","1.5566","","",""
"1944","1.4046","1.4046","1.4046","","",""
"1945","0.9285","0.9285","0.9285","","",""
"1946","1.3986","1.3986","1.3986","","",""
"1947","0.6355","0.6355","0.6355","","",""
"1948","1.8814","1.8814","1.8814","","",""
"1949","1.4234","1.4234","1.4234","","",""
"1950","1.5866","1.5866","1.5866","","",""
"1951","1.2533","1.2533","1.2533","","",""
"1952","1.584","1.584","1.584","","",""
"1953","1.5937","1.5937","1.5937","","",""
"1954","1.5097","1.5097","1.5097","","",""
"1955","0.9766","0.9766","0.9766","","",""
"1956","0.535","0.535","0.535","","",""
"1957","0.9312","0.9312","0.9312","","",""
"1958","1.1741","1.1741","1.1741","","",""
"1959","1.3544","1.3544","1.3544","","",""
"1960","2.098","2.098","2.098","","",""
"1961","1.2524","1.2524","1.2524","","",""
"1962","1.8282","1.8282","1.8282","","",""
"1963","1.2133","1.2133","1.2133","","",""
"1964","1.3347","1.3347","1.3347","","",""
"1965","1.6028","1.6028","1.6028","","",""
"1966","1.3378","1.3378","1.3378","","",""
"1967","1.6438","1.6438","1.6438","","",""
"1968","1.2469","1.2469","1.2469","","",""
"1969","1.5596","1.5596","1.5596","","",""
"1970","1.5189","1.5189","1.5189","","",""
"1971","1.549","1.549","1.549","","",""
"1972","1.8248","1.8248","1.8248","","",""
"1973","1.5012","1.5012","1.5012","","",""
"1974","1.561","1.561","1.561","","",""
"1975","1.3373","1.3373","1.3373","","",""
"1976","1.6095","1.6095","1.6095","","",""
"1977","1.6411","1.6411","1.6411","","",""
"1978","1.3929","1.3929","1.3929","","",""
"1979","1.312","1.312","1.312","","",""
"1980","2.0343","2.0343","2.0343","","",""
"1981","0.5758","0.5758","0.5758","","",""
"1982","1.7089","1.7089","1.7089","","",""
"1983","1.4045","1.4045","1.4045","","",""
"1984","1.4377","1.4377","1.4377","","",""
"1985","1.4109","1.4109","1.4109","","",""
"1986","0.9418","0.9418","0.9418","","",""
"1987","1.6492","1.6492","1.6492","","",""
"1988","1.3395","1.3395","1.3395","","",""
"1989","1.5668","1.5668","1.5668","","",""
"1990","1.1306","1.1306","1.1306","","",""
"1991","1.4402","1.4402","1.4402","","",""
"1992","1.6066","1.6066","1.6066","","",""
"1993","1.3962","1.3962","1.3962","","",""
"1994","1.3507","1.3507","1.3507","","",""
"1995","1.4025","1.4025","1.4025","","",""
"1996","0.6412","0.6412","0.6412","","",""
"1997","0.9169","0.9169","0.9169","","",""
"1998","1.1418","1.1418","1.1418","","",""
"1999","1.5719","1.5719","1.5719","","",""
"2000","1.5375","1.5375","1.5375","","",""
"2001","0.8797","0.8797","0.8797","","",""
"2002","0.6778","0.6778","0.6778","","",""
"2003","1.5104","1.5104","1.5104","","",""
"2004","1.4666","1.4666","1.4666","","",""
"2005","1.3998","1.3998","1.3998","","",""
"2006","1.1925","1.1925","1.1925","","",""
"2007","1.5009","1.5009","1.5009","","",""
"2008","0.8837","0.8837","0.8837","","",""
"2009","1.8213","1.8213","1.8213","","",""
"2010","1.5084","1.5084","1.5084","","",""
"2011","1.4086","1.4086","1.4086","","",""
"2012","1.8181","1.8181","1.8181","","",""
"2013","1.4174","1.4174","1.4174","","",""
"2014","1.2934","1.2934","1.2934","","",""
"2015","1.5645","1.5645","1.5645","","",""
"2016","0.9161","0.9161","0.9161","","",""
"2017","0.7415","0.7415","0.7415","","",""
"2018","0.6","0.6","0.6","","",""
"2019","","","","1.6005362272262573","1.6005362272262573","1.6005362272262573"
