"Step","train/loss","good-gorge-19 - train/loss__MIN","good-gorge-19 - train/loss__MAX","eval/loss","good-gorge-19 - eval/loss__MIN","good-gorge-19 - eval/loss__MAX"
"616","1.0749","1.0749","1.0749","","",""
"617","1.6543","1.6543","1.6543","","",""
"618","1.5859","1.5859","1.5859","","",""
"619","1.6437","1.6437","1.6437","","",""
"620","1.7889","1.7889","1.7889","","",""
"621","1.9715","1.9715","1.9715","","",""
"622","1.519","1.519","1.519","","",""
"623","1.1443","1.1443","1.1443","","",""
"624","1.4389","1.4389","1.4389","","",""
"625","1.1283","1.1283","1.1283","","",""
"626","1.807","1.807","1.807","","",""
"627","0.7508","0.7508","0.7508","","",""
"628","1.8939","1.8939","1.8939","","",""
"629","1.0428","1.0428","1.0428","","",""
"630","1.7937","1.7937","1.7937","","",""
"631","1.55","1.55","1.55","","",""
"632","1.5105","1.5105","1.5105","","",""
"633","1.6742","1.6742","1.6742","","",""
"634","1.6699","1.6699","1.6699","","",""
"635","1.6097","1.6097","1.6097","","",""
"636","1.4338","1.4338","1.4338","","",""
"637","1.7001","1.7001","1.7001","","",""
"638","1.7918","1.7918","1.7918","","",""
"639","1.8684","1.8684","1.8684","","",""
"640","0.7222","0.7222","0.7222","","",""
"641","0.9836","0.9836","0.9836","","",""
"642","1.5665","1.5665","1.5665","","",""
"643","1.6402","1.6402","1.6402","","",""
"644","0.9969","0.9969","0.9969","","",""
"645","0.9976","0.9976","0.9976","","",""
"646","1.692","1.692","1.692","","",""
"647","1.8353","1.8353","1.8353","","",""
"648","1.2981","1.2981","1.2981","","",""
"649","1.4401","1.4401","1.4401","","",""
"650","1.6651","1.6651","1.6651","","",""
"651","1.4097","1.4097","1.4097","","",""
"652","1.7487","1.7487","1.7487","","",""
"653","1.2257","1.2257","1.2257","","",""
"654","1.6139","1.6139","1.6139","","",""
"655","1.5897","1.5897","1.5897","","",""
"656","1.2622","1.2622","1.2622","","",""
"657","1.8266","1.8266","1.8266","","",""
"658","1.9165","1.9165","1.9165","","",""
"659","1.7918","1.7918","1.7918","","",""
"660","1.2338","1.2338","1.2338","","",""
"661","1.7722","1.7722","1.7722","","",""
"662","0.6462","0.6462","0.6462","","",""
"663","1.0728","1.0728","1.0728","","",""
"664","1.8694","1.8694","1.8694","","",""
"665","0.6725","0.6725","0.6725","","",""
"666","1.5649","1.5649","1.5649","","",""
"667","1.3935","1.3935","1.3935","","",""
"668","0.819","0.819","0.819","","",""
"669","1.4504","1.4504","1.4504","","",""
"670","1.9322","1.9322","1.9322","","",""
"671","1.1301","1.1301","1.1301","","",""
"672","1.4777","1.4777","1.4777","","",""
"673","1.2596","1.2596","1.2596","","",""
"674","1.6556","1.6556","1.6556","","",""
"675","1.5873","1.5873","1.5873","","",""
"676","1.758","1.758","1.758","","",""
"677","1.4301","1.4301","1.4301","","",""
"678","1.8543","1.8543","1.8543","","",""
"679","0.6667","0.6667","0.6667","","",""
"680","2.1773","2.1773","2.1773","","",""
"681","1.9429","1.9429","1.9429","","",""
"682","1.5482","1.5482","1.5482","","",""
"683","1.6165","1.6165","1.6165","","",""
"684","1.5403","1.5403","1.5403","","",""
"685","1.4406","1.4406","1.4406","","",""
"686","1.4487","1.4487","1.4487","","",""
"687","1.942","1.942","1.942","","",""
"688","1.5725","1.5725","1.5725","","",""
"689","1.3964","1.3964","1.3964","","",""
"690","1.4501","1.4501","1.4501","","",""
"691","1.1623","1.1623","1.1623","","",""
"692","1.9187","1.9187","1.9187","","",""
"693","1.4137","1.4137","1.4137","","",""
"694","1.6688","1.6688","1.6688","","",""
"695","1.7669","1.7669","1.7669","","",""
"696","1.6605","1.6605","1.6605","","",""
"697","1.1299","1.1299","1.1299","","",""
"698","0.6926","0.6926","0.6926","","",""
"699","1.4809","1.4809","1.4809","","",""
"700","1.5161","1.5161","1.5161","","",""
"701","2.0192","2.0192","2.0192","","",""
"702","2.1566","2.1566","2.1566","","",""
"703","1.4263","1.4263","1.4263","","",""
"704","1.0939","1.0939","1.0939","","",""
"705","1.3904","1.3904","1.3904","","",""
"706","","","","1.6662390232086182","1.6662390232086182","1.6662390232086182"
"707","0.9858","0.9858","0.9858","","",""
"708","1.5169","1.5169","1.5169","","",""
"709","0.6645","0.6645","0.6645","","",""
"710","1.5372","1.5372","1.5372","","",""
"711","0.8771","0.8771","0.8771","","",""
"712","1.7321","1.7321","1.7321","","",""
"713","1.3732","1.3732","1.3732","","",""
"714","1.6079","1.6079","1.6079","","",""
"715","0.8432","0.8432","0.8432","","",""
"716","1.5857","1.5857","1.5857","","",""
"717","1.8826","1.8826","1.8826","","",""
"718","0.6841","0.6841","0.6841","","",""
"719","0.8236","0.8236","0.8236","","",""
"720","1.8627","1.8627","1.8627","","",""
"721","1.671","1.671","1.671","","",""
"722","1.6364","1.6364","1.6364","","",""
"723","0.7303","0.7303","0.7303","","",""
"724","1.5718","1.5718","1.5718","","",""
"725","1.7326","1.7326","1.7326","","",""
"726","1.1808","1.1808","1.1808","","",""
"727","1.8825","1.8825","1.8825","","",""
"728","1.4518","1.4518","1.4518","","",""
"729","1.7239","1.7239","1.7239","","",""
"730","1.5428","1.5428","1.5428","","",""
"731","0.9117","0.9117","0.9117","","",""
"732","1.3513","1.3513","1.3513","","",""
"733","1.7454","1.7454","1.7454","","",""
"734","1.4669","1.4669","1.4669","","",""
"735","1.754","1.754","1.754","","",""
"736","1.7185","1.7185","1.7185","","",""
"737","1.3062","1.3062","1.3062","","",""
"738","0.6967","0.6967","0.6967","","",""
"739","2.0451","2.0451","2.0451","","",""
"740","1.0607","1.0607","1.0607","","",""
"741","1.9887","1.9887","1.9887","","",""
"742","0.9148","0.9148","0.9148","","",""
"743","0.6265","0.6265","0.6265","","",""
"744","1.6197","1.6197","1.6197","","",""
"745","1.5756","1.5756","1.5756","","",""
"746","0.8988","0.8988","0.8988","","",""
"747","1.7591","1.7591","1.7591","","",""
"748","1.578","1.578","1.578","","",""
"749","1.3314","1.3314","1.3314","","",""
"750","1.5688","1.5688","1.5688","","",""
"751","1.6504","1.6504","1.6504","","",""
"752","1.6475","1.6475","1.6475","","",""
"753","0.8615","0.8615","0.8615","","",""
"754","1.7355","1.7355","1.7355","","",""
"755","1.6577","1.6577","1.6577","","",""
"756","1.714","1.714","1.714","","",""
"757","1.649","1.649","1.649","","",""
"758","1.592","1.592","1.592","","",""
"759","1.3517","1.3517","1.3517","","",""
"760","0.7586","0.7586","0.7586","","",""
"761","1.7999","1.7999","1.7999","","",""
"762","1.5332","1.5332","1.5332","","",""
"763","1.3908","1.3908","1.3908","","",""
"764","1.0057","1.0057","1.0057","","",""
"765","1.3183","1.3183","1.3183","","",""
"766","1.529","1.529","1.529","","",""
"767","1.5504","1.5504","1.5504","","",""
"768","0.6969","0.6969","0.6969","","",""
"769","1.2256","1.2256","1.2256","","",""
"770","1.0114","1.0114","1.0114","","",""
"771","1.6509","1.6509","1.6509","","",""
"772","1.4113","1.4113","1.4113","","",""
"773","0.9742","0.9742","0.9742","","",""
"774","1.5595","1.5595","1.5595","","",""
"775","2.1132","2.1132","2.1132","","",""
"776","1.5861","1.5861","1.5861","","",""
"777","1.8354","1.8354","1.8354","","",""
"778","1.4241","1.4241","1.4241","","",""
"779","0.9786","0.9786","0.9786","","",""
"780","1.5251","1.5251","1.5251","","",""
"781","0.8712","0.8712","0.8712","","",""
"782","1.7037","1.7037","1.7037","","",""
"783","0.736","0.736","0.736","","",""
"784","1.4307","1.4307","1.4307","","",""
"785","1.3457","1.3457","1.3457","","",""
"786","1.4778","1.4778","1.4778","","",""
"787","1.0398","1.0398","1.0398","","",""
"788","1.7252","1.7252","1.7252","","",""
"789","1.2675","1.2675","1.2675","","",""
"790","0.6486","0.6486","0.6486","","",""
"791","1.5835","1.5835","1.5835","","",""
"792","1.0204","1.0204","1.0204","","",""
"793","1.5948","1.5948","1.5948","","",""
"794","1.5611","1.5611","1.5611","","",""
"795","1.5427","1.5427","1.5427","","",""
"796","1.5898","1.5898","1.5898","","",""
"797","1.5544","1.5544","1.5544","","",""
"798","1.7868","1.7868","1.7868","","",""
"799","1.3995","1.3995","1.3995","","",""
"800","0.7046","0.7046","0.7046","","",""
"801","1.5386","1.5386","1.5386","","",""
"802","1.6761","1.6761","1.6761","","",""
"803","0.9549","0.9549","0.9549","","",""
"804","1.4664","1.4664","1.4664","","",""
"805","1.8597","1.8597","1.8597","","",""
"806","2.6597","2.6597","2.6597","","",""
"807","","","","1.6565039157867432","1.6565039157867432","1.6565039157867432"
"808","1.8053","1.8053","1.8053","","",""
"809","1.5378","1.5378","1.5378","","",""
"810","1.6917","1.6917","1.6917","","",""
"811","1.0442","1.0442","1.0442","","",""
"812","1.6939","1.6939","1.6939","","",""
"813","1.9112","1.9112","1.9112","","",""
"814","1.581","1.581","1.581","","",""
"815","1.4463","1.4463","1.4463","","",""
"816","1.9152","1.9152","1.9152","","",""
"817","1.7696","1.7696","1.7696","","",""
"818","1.7266","1.7266","1.7266","","",""
"819","1.6667","1.6667","1.6667","","",""
"820","1.3555","1.3555","1.3555","","",""
"821","1.3689","1.3689","1.3689","","",""
"822","0.7193","0.7193","0.7193","","",""
"823","1.9596","1.9596","1.9596","","",""
"824","0.6657","0.6657","0.6657","","",""
"825","1.7468","1.7468","1.7468","","",""
"826","1.0018","1.0018","1.0018","","",""
"827","1.3726","1.3726","1.3726","","",""
"828","1.5532","1.5532","1.5532","","",""
"829","1.732","1.732","1.732","","",""
"830","1.62","1.62","1.62","","",""
"831","1.4014","1.4014","1.4014","","",""
"832","0.6804","0.6804","0.6804","","",""
"833","1.4075","1.4075","1.4075","","",""
"834","1.7992","1.7992","1.7992","","",""
"835","0.9149","0.9149","0.9149","","",""
"836","1.3397","1.3397","1.3397","","",""
"837","0.8397","0.8397","0.8397","","",""
"838","1.353","1.353","1.353","","",""
"839","2.0509","2.0509","2.0509","","",""
"840","0.8695","0.8695","0.8695","","",""
"841","0.6533","0.6533","0.6533","","",""
"842","0.6186","0.6186","0.6186","","",""
"843","1.4233","1.4233","1.4233","","",""
"844","1.7944","1.7944","1.7944","","",""
"845","1.663","1.663","1.663","","",""
"846","1.5001","1.5001","1.5001","","",""
"847","0.7013","0.7013","0.7013","","",""
"848","1.5227","1.5227","1.5227","","",""
"849","1.6782","1.6782","1.6782","","",""
"850","0.6301","0.6301","0.6301","","",""
"851","1.2039","1.2039","1.2039","","",""
"852","1.5828","1.5828","1.5828","","",""
"853","0.937","0.937","0.937","","",""
"854","0.8343","0.8343","0.8343","","",""
"855","1.5217","1.5217","1.5217","","",""
"856","1.4954","1.4954","1.4954","","",""
"857","1.5804","1.5804","1.5804","","",""
"858","1.859","1.859","1.859","","",""
"859","1.673","1.673","1.673","","",""
"860","1.727","1.727","1.727","","",""
"861","1.0535","1.0535","1.0535","","",""
"862","0.9603","0.9603","0.9603","","",""
"863","1.5166","1.5166","1.5166","","",""
"864","1.1413","1.1413","1.1413","","",""
"865","1.6482","1.6482","1.6482","","",""
"866","1.4921","1.4921","1.4921","","",""
"867","1.6762","1.6762","1.6762","","",""
"868","0.6894","0.6894","0.6894","","",""
"869","0.9798","0.9798","0.9798","","",""
"870","1.7176","1.7176","1.7176","","",""
"871","1.8388","1.8388","1.8388","","",""
"872","1.5491","1.5491","1.5491","","",""
"873","1.5213","1.5213","1.5213","","",""
"874","1.6015","1.6015","1.6015","","",""
"875","1.5946","1.5946","1.5946","","",""
"876","0.5848","0.5848","0.5848","","",""
"877","1.3446","1.3446","1.3446","","",""
"878","1.7832","1.7832","1.7832","","",""
"879","1.5146","1.5146","1.5146","","",""
"880","0.6078","0.6078","0.6078","","",""
"881","1.1794","1.1794","1.1794","","",""
"882","1.7103","1.7103","1.7103","","",""
"883","0.7078","0.7078","0.7078","","",""
"884","1.4186","1.4186","1.4186","","",""
"885","1.5955","1.5955","1.5955","","",""
"886","1.5638","1.5638","1.5638","","",""
"887","1.8366","1.8366","1.8366","","",""
"888","1.4312","1.4312","1.4312","","",""
"889","1.557","1.557","1.557","","",""
"890","1.6121","1.6121","1.6121","","",""
"891","1.4354","1.4354","1.4354","","",""
"892","1.4349","1.4349","1.4349","","",""
"893","1.4887","1.4887","1.4887","","",""
"894","1.4173","1.4173","1.4173","","",""
"895","1.2938","1.2938","1.2938","","",""
"896","1.5098","1.5098","1.5098","","",""
"897","1.548","1.548","1.548","","",""
"898","1.7076","1.7076","1.7076","","",""
"899","1.0284","1.0284","1.0284","","",""
"900","1.5908","1.5908","1.5908","","",""
"901","0.9169","0.9169","0.9169","","",""
"902","1.3576","1.3576","1.3576","","",""
"903","0.9042","0.9042","0.9042","","",""
"904","1.5256","1.5256","1.5256","","",""
"905","1.5542","1.5542","1.5542","","",""
"906","1.2296","1.2296","1.2296","","",""
"907","1.6731","1.6731","1.6731","","",""
"908","","","","1.6469438076019287","1.6469438076019287","1.6469438076019287"
"909","1.2851","1.2851","1.2851","","",""
"910","1.6949","1.6949","1.6949","","",""
"911","1.6931","1.6931","1.6931","","",""
"912","1.7566","1.7566","1.7566","","",""
"913","2.0912","2.0912","2.0912","","",""
"914","1.7471","1.7471","1.7471","","",""
"915","1.6772","1.6772","1.6772","","",""
"916","0.9446","0.9446","0.9446","","",""
"917","1.6233","1.6233","1.6233","","",""
"918","1.4142","1.4142","1.4142","","",""
"919","0.5871","0.5871","0.5871","","",""
"920","0.8092","0.8092","0.8092","","",""
"921","1.4218","1.4218","1.4218","","",""
"922","1.939","1.939","1.939","","",""
"923","1.357","1.357","1.357","","",""
"924","1.6776","1.6776","1.6776","","",""
"925","0.6527","0.6527","0.6527","","",""
"926","1.5045","1.5045","1.5045","","",""
"927","0.6815","0.6815","0.6815","","",""
"928","1.1665","1.1665","1.1665","","",""
"929","1.9835","1.9835","1.9835","","",""
"930","1.6291","1.6291","1.6291","","",""
"931","1.4697","1.4697","1.4697","","",""
"932","1.4452","1.4452","1.4452","","",""
"933","0.9201","0.9201","0.9201","","",""
"934","1.503","1.503","1.503","","",""
"935","1.7198","1.7198","1.7198","","",""
"936","1.5672","1.5672","1.5672","","",""
"937","1.5507","1.5507","1.5507","","",""
"938","1.3578","1.3578","1.3578","","",""
"939","1.5215","1.5215","1.5215","","",""
"940","1.6127","1.6127","1.6127","","",""
"941","1.2831","1.2831","1.2831","","",""
"942","0.533","0.533","0.533","","",""
"943","1.1904","1.1904","1.1904","","",""
"944","0.9515","0.9515","0.9515","","",""
"945","1.5883","1.5883","1.5883","","",""
"946","0.8593","0.8593","0.8593","","",""
"947","0.8238","0.8238","0.8238","","",""
"948","1.4575","1.4575","1.4575","","",""
"949","1.5475","1.5475","1.5475","","",""
"950","0.6863","0.6863","0.6863","","",""
"951","1.2701","1.2701","1.2701","","",""
"952","1.4591","1.4591","1.4591","","",""
"953","0.9321","0.9321","0.9321","","",""
"954","1.6063","1.6063","1.6063","","",""
"955","1.6439","1.6439","1.6439","","",""
"956","1.6586","1.6586","1.6586","","",""
"957","1.5053","1.5053","1.5053","","",""
"958","1.5775","1.5775","1.5775","","",""
"959","1.6244","1.6244","1.6244","","",""
"960","1.7351","1.7351","1.7351","","",""
"961","1.6704","1.6704","1.6704","","",""
"962","1.4845","1.4845","1.4845","","",""
"963","1.4796","1.4796","1.4796","","",""
"964","1.5292","1.5292","1.5292","","",""
"965","1.1819","1.1819","1.1819","","",""
"966","1.8581","1.8581","1.8581","","",""
"967","1.5615","1.5615","1.5615","","",""
"968","1.6444","1.6444","1.6444","","",""
"969","1.8093","1.8093","1.8093","","",""
"970","1.1975","1.1975","1.1975","","",""
"971","1.1707","1.1707","1.1707","","",""
"972","1.3553","1.3553","1.3553","","",""
"973","1.345","1.345","1.345","","",""
"974","1.6124","1.6124","1.6124","","",""
"975","1.682","1.682","1.682","","",""
"976","1.1374","1.1374","1.1374","","",""
"977","2.1099","2.1099","2.1099","","",""
"978","1.7334","1.7334","1.7334","","",""
"979","1.6081","1.6081","1.6081","","",""
"980","1.7255","1.7255","1.7255","","",""
"981","1.4079","1.4079","1.4079","","",""
"982","0.5948","0.5948","0.5948","","",""
"983","0.6747","0.6747","0.6747","","",""
"984","1.4357","1.4357","1.4357","","",""
"985","1.63","1.63","1.63","","",""
"986","1.4055","1.4055","1.4055","","",""
"987","1.475","1.475","1.475","","",""
"988","1.5841","1.5841","1.5841","","",""
"989","1.6383","1.6383","1.6383","","",""
"990","1.5497","1.5497","1.5497","","",""
"991","1.6295","1.6295","1.6295","","",""
"992","1.4636","1.4636","1.4636","","",""
"993","1.2771","1.2771","1.2771","","",""
"994","1.9748","1.9748","1.9748","","",""
"995","1.4749","1.4749","1.4749","","",""
"996","0.7482","0.7482","0.7482","","",""
"997","1.4116","1.4116","1.4116","","",""
"998","0.7117","0.7117","0.7117","","",""
"999","1.4323","1.4323","1.4323","","",""
"1000","1.4541","1.4541","1.4541","","",""
"1001","1.8038","1.8038","1.8038","","",""
"1002","1.211","1.211","1.211","","",""
"1003","1.4853","1.4853","1.4853","","",""
"1004","1.7795","1.7795","1.7795","","",""
"1005","2.3205","2.3205","2.3205","","",""
"1006","1.6881","1.6881","1.6881","","",""
"1007","1.5393","1.5393","1.5393","","",""
"1008","1.637","1.637","1.637","","",""
"1009","","","","1.636579990386963","1.636579990386963","1.636579990386963"
"1010","0.9059","0.9059","0.9059","","",""
"1011","1.7539","1.7539","1.7539","","",""
"1012","1.7624","1.7624","1.7624","","",""
"1013","1.1919","1.1919","1.1919","","",""
"1014","0.9603","0.9603","0.9603","","",""
"1015","1.4366","1.4366","1.4366","","",""
"1016","1.5403","1.5403","1.5403","","",""
"1017","1.5934","1.5934","1.5934","","",""
"1018","1.2172","1.2172","1.2172","","",""
"1019","1.7708","1.7708","1.7708","","",""
"1020","0.8352","0.8352","0.8352","","",""
"1021","0.6284","0.6284","0.6284","","",""
"1022","1.6051","1.6051","1.6051","","",""
"1023","2.0161","2.0161","2.0161","","",""
"1024","1.4167","1.4167","1.4167","","",""
"1025","1.2618","1.2618","1.2618","","",""
"1026","1.3553","1.3553","1.3553","","",""
"1027","1.3975","1.3975","1.3975","","",""
"1028","1.3613","1.3613","1.3613","","",""
"1029","1.6097","1.6097","1.6097","","",""
"1030","1.1394","1.1394","1.1394","","",""
"1031","1.494","1.494","1.494","","",""
"1032","1.7345","1.7345","1.7345","","",""
"1033","1.7516","1.7516","1.7516","","",""
"1034","1.4487","1.4487","1.4487","","",""
"1035","1.4024","1.4024","1.4024","","",""
"1036","1.6641","1.6641","1.6641","","",""
"1037","1.7737","1.7737","1.7737","","",""
"1038","1.4194","1.4194","1.4194","","",""
"1039","1.878","1.878","1.878","","",""
"1040","1.7205","1.7205","1.7205","","",""
"1041","1.6313","1.6313","1.6313","","",""
"1042","1.7333","1.7333","1.7333","","",""
"1043","1.5517","1.5517","1.5517","","",""
"1044","1.573","1.573","1.573","","",""
"1045","1.37","1.37","1.37","","",""
"1046","1.0539","1.0539","1.0539","","",""
"1047","1.4719","1.4719","1.4719","","",""
"1048","1.8742","1.8742","1.8742","","",""
"1049","2.0016","2.0016","2.0016","","",""
"1050","1.4162","1.4162","1.4162","","",""
"1051","0.9288","0.9288","0.9288","","",""
"1052","1.4541","1.4541","1.4541","","",""
"1053","1.0488","1.0488","1.0488","","",""
"1054","1.7716","1.7716","1.7716","","",""
"1055","1.5812","1.5812","1.5812","","",""
"1056","0.9295","0.9295","0.9295","","",""
"1057","1.507","1.507","1.507","","",""
"1058","0.5913","0.5913","0.5913","","",""
"1059","0.7828","0.7828","0.7828","","",""
"1060","1.005","1.005","1.005","","",""
"1061","0.974","0.974","0.974","","",""
"1062","1.2223","1.2223","1.2223","","",""
"1063","1.4383","1.4383","1.4383","","",""
"1064","1.418","1.418","1.418","","",""
"1065","1.1144","1.1144","1.1144","","",""
"1066","1.2694","1.2694","1.2694","","",""
"1067","1.8181","1.8181","1.8181","","",""
"1068","1.7234","1.7234","1.7234","","",""
"1069","1.6749","1.6749","1.6749","","",""
"1070","1.2909","1.2909","1.2909","","",""
"1071","0.8759","0.8759","0.8759","","",""
"1072","1.5815","1.5815","1.5815","","",""
"1073","1.7016","1.7016","1.7016","","",""
"1074","1.3642","1.3642","1.3642","","",""
"1075","2.043","2.043","2.043","","",""
"1076","1.6823","1.6823","1.6823","","",""
"1077","1.4131","1.4131","1.4131","","",""
"1078","1.4907","1.4907","1.4907","","",""
"1079","1.4469","1.4469","1.4469","","",""
"1080","0.8951","0.8951","0.8951","","",""
"1081","1.5858","1.5858","1.5858","","",""
"1082","1.0055","1.0055","1.0055","","",""
"1083","1.6896","1.6896","1.6896","","",""
"1084","1.6091","1.6091","1.6091","","",""
"1085","1.5628","1.5628","1.5628","","",""
"1086","1.0776","1.0776","1.0776","","",""
"1087","1.5594","1.5594","1.5594","","",""
"1088","1.2331","1.2331","1.2331","","",""
"1089","1.4225","1.4225","1.4225","","",""
"1090","0.5333","0.5333","0.5333","","",""
"1091","1.7149","1.7149","1.7149","","",""
"1092","1.9317","1.9317","1.9317","","",""
"1093","1.3475","1.3475","1.3475","","",""
"1094","1.4029","1.4029","1.4029","","",""
"1095","1.2155","1.2155","1.2155","","",""
"1096","1.4521","1.4521","1.4521","","",""
"1097","1.681","1.681","1.681","","",""
"1098","1.6954","1.6954","1.6954","","",""
"1099","0.8463","0.8463","0.8463","","",""
"1100","1.8089","1.8089","1.8089","","",""
"1101","1.4522","1.4522","1.4522","","",""
"1102","1.6876","1.6876","1.6876","","",""
"1103","1.4769","1.4769","1.4769","","",""
"1104","1.6207","1.6207","1.6207","","",""
"1105","1.7942","1.7942","1.7942","","",""
"1106","1.2828","1.2828","1.2828","","",""
"1107","1.8938","1.8938","1.8938","","",""
"1108","1.2339","1.2339","1.2339","","",""
"1109","1.8717","1.8717","1.8717","","",""
"1110","","","","1.631648302078247","1.631648302078247","1.631648302078247"
"1111","1.5514","1.5514","1.5514","","",""
"1112","1.3161","1.3161","1.3161","","",""
"1113","0.9168","0.9168","0.9168","","",""
"1114","1.4393","1.4393","1.4393","","",""
"1115","0.8728","0.8728","0.8728","","",""
"1116","1.5021","1.5021","1.5021","","",""
"1117","1.2132","1.2132","1.2132","","",""
"1118","1.6188","1.6188","1.6188","","",""
"1119","1.7695","1.7695","1.7695","","",""
"1120","1.6518","1.6518","1.6518","","",""
"1121","1.7986","1.7986","1.7986","","",""
"1122","1.4181","1.4181","1.4181","","",""
"1123","2.0215","2.0215","2.0215","","",""
"1124","1.6302","1.6302","1.6302","","",""
"1125","1.4662","1.4662","1.4662","","",""
"1126","1.7322","1.7322","1.7322","","",""
"1127","1.0135","1.0135","1.0135","","",""
"1128","1.2988","1.2988","1.2988","","",""
"1129","0.755","0.755","0.755","","",""
"1130","0.6138","0.6138","0.6138","","",""
"1131","1.6993","1.6993","1.6993","","",""
"1132","1.9512","1.9512","1.9512","","",""
"1133","0.9879","0.9879","0.9879","","",""
"1134","1.5954","1.5954","1.5954","","",""
"1135","1.927","1.927","1.927","","",""
"1136","1.7143","1.7143","1.7143","","",""
"1137","1.3951","1.3951","1.3951","","",""
"1138","1.3087","1.3087","1.3087","","",""
"1139","0.819","0.819","0.819","","",""
"1140","1.3137","1.3137","1.3137","","",""
"1141","1.6746","1.6746","1.6746","","",""
"1142","1.2678","1.2678","1.2678","","",""
"1143","1.3918","1.3918","1.3918","","",""
"1144","1.8381","1.8381","1.8381","","",""
"1145","1.6811","1.6811","1.6811","","",""
"1146","0.7032","0.7032","0.7032","","",""
"1147","0.9013","0.9013","0.9013","","",""
"1148","1.7446","1.7446","1.7446","","",""
"1149","1.7157","1.7157","1.7157","","",""
"1150","1.6064","1.6064","1.6064","","",""
"1151","1.4617","1.4617","1.4617","","",""
"1152","1.672","1.672","1.672","","",""
"1153","1.628","1.628","1.628","","",""
"1154","1.781","1.781","1.781","","",""
"1155","1.3814","1.3814","1.3814","","",""
"1156","1.3951","1.3951","1.3951","","",""
"1157","1.5136","1.5136","1.5136","","",""
"1158","1.4906","1.4906","1.4906","","",""
"1159","1.725","1.725","1.725","","",""
"1160","0.8888","0.8888","0.8888","","",""
"1161","0.7039","0.7039","0.7039","","",""
"1162","1.1909","1.1909","1.1909","","",""
"1163","1.5945","1.5945","1.5945","","",""
"1164","0.8603","0.8603","0.8603","","",""
"1165","0.5713","0.5713","0.5713","","",""
"1166","1.0894","1.0894","1.0894","","",""
"1167","1.4006","1.4006","1.4006","","",""
"1168","1.2922","1.2922","1.2922","","",""
"1169","1.3715","1.3715","1.3715","","",""
"1170","1.389","1.389","1.389","","",""
"1171","0.6835","0.6835","0.6835","","",""
"1172","1.5486","1.5486","1.5486","","",""
"1173","0.7574","0.7574","0.7574","","",""
"1174","1.4524","1.4524","1.4524","","",""
"1175","1.6117","1.6117","1.6117","","",""
"1176","1.5854","1.5854","1.5854","","",""
"1177","1.474","1.474","1.474","","",""
"1178","1.4154","1.4154","1.4154","","",""
"1179","1.4581","1.4581","1.4581","","",""
"1180","1.1795","1.1795","1.1795","","",""
"1181","2.1134","2.1134","2.1134","","",""
"1182","2.3455","2.3455","2.3455","","",""
"1183","1.8717","1.8717","1.8717","","",""
"1184","0.6688","0.6688","0.6688","","",""
"1185","1.5677","1.5677","1.5677","","",""
"1186","1.471","1.471","1.471","","",""
"1187","1.6177","1.6177","1.6177","","",""
"1188","1.2919","1.2919","1.2919","","",""
"1189","1.0776","1.0776","1.0776","","",""
"1190","1.465","1.465","1.465","","",""
"1191","1.1492","1.1492","1.1492","","",""
"1192","0.6731","0.6731","0.6731","","",""
"1193","1.5362","1.5362","1.5362","","",""
"1194","0.6911","0.6911","0.6911","","",""
"1195","1.5072","1.5072","1.5072","","",""
"1196","1.3604","1.3604","1.3604","","",""
"1197","1.4314","1.4314","1.4314","","",""
"1198","1.5519","1.5519","1.5519","","",""
"1199","1.2491","1.2491","1.2491","","",""
"1200","1.3285","1.3285","1.3285","","",""
"1201","1.6649","1.6649","1.6649","","",""
"1202","1.0032","1.0032","1.0032","","",""
"1203","1.2618","1.2618","1.2618","","",""
"1204","0.9756","0.9756","0.9756","","",""
"1205","1.2437","1.2437","1.2437","","",""
"1206","0.6862","0.6862","0.6862","","",""
"1207","1.7232","1.7232","1.7232","","",""
"1208","1.3743","1.3743","1.3743","","",""
"1209","0.6939","0.6939","0.6939","","",""
"1210","1.4815","1.4815","1.4815","","",""
"1211","","","","1.6252002716064453","1.6252002716064453","1.6252002716064453"
"1212","1.4355","1.4355","1.4355","","",""
"1213","1.5815","1.5815","1.5815","","",""
"1214","1.3718","1.3718","1.3718","","",""
"1215","1.333","1.333","1.333","","",""
"1216","1.4877","1.4877","1.4877","","",""
"1217","1.8075","1.8075","1.8075","","",""
"1218","1.632","1.632","1.632","","",""
"1219","1.8911","1.8911","1.8911","","",""
"1220","0.6939","0.6939","0.6939","","",""
"1221","1.5011","1.5011","1.5011","","",""
"1222","1.518","1.518","1.518","","",""
"1223","1.6024","1.6024","1.6024","","",""
"1224","1.787","1.787","1.787","","",""
"1225","1.7881","1.7881","1.7881","","",""
"1226","1.8061","1.8061","1.8061","","",""
"1227","1.5723","1.5723","1.5723","","",""
"1228","0.9533","0.9533","0.9533","","",""
"1229","1.4382","1.4382","1.4382","","",""
"1230","1.5886","1.5886","1.5886","","",""
"1231","1.5056","1.5056","1.5056","","",""
"1232","1.6057","1.6057","1.6057","","",""
"1233","1.5215","1.5215","1.5215","","",""
"1234","1.6223","1.6223","1.6223","","",""
"1235","1.5588","1.5588","1.5588","","",""
"1236","1.7083","1.7083","1.7083","","",""
"1237","1.7445","1.7445","1.7445","","",""
"1238","1.4017","1.4017","1.4017","","",""
"1239","1.9508","1.9508","1.9508","","",""
"1240","0.6588","0.6588","0.6588","","",""
"1241","1.8579","1.8579","1.8579","","",""
